d,h,hdo,den,num,dhdo,loghdo
15.9,10,16.4,1844,0.795214672,260.76,2.797281335
22.1,11.9,20.3,800,0.783690693,448.63,3.010620886
19,10.6,13,1511,0.363039885,247,2.564949357
7.4,9.9,17.1,1411,0.742791164,126.54,2.839078464
6.5,5.3,16.9,1733,0.133087213,109.85,2.827313622
18.4,13.9,16.5,1356,0.743080517,303.6,2.803360381
39.2,15.3,14.8,1022,0.08060778,580.16,2.694627181
15.7,8.7,16.4,1844,0.21707262,257.48,2.797281335
9.7,11.2,16.4,1844,0.069819044,159.08,2.797281335
13.3,10.4,16.7,1067,0.818961327,222.11,2.815408719
14.9,14.4,20.3,800,0.988130516,302.47,3.010620886
9.4,7.8,15,1956,0.785669446,141,2.708050201
2.2,3.9,15,1956,0.726806553,33,2.708050201
11,10.9,16.6,1467,0.086040255,182.6,2.809402695
8.4,5.9,16.2,1478,0.362263423,136.08,2.785011242
24.5,14.8,21,922,0.352101319,514.5,3.044522438
3.3,4.5,9.7,1644,0.757749034,32.01,2.272125886
16.3,12.2,13,1511,0.50353023,211.9,2.564949357
14.2,9.2,16.9,1733,0.784497468,239.98,2.827313622
11.2,4.7,16.2,1478,0.674822057,181.44,2.785011242
17.3,14,20.1,733,0.438003047,347.73,3.000719815
17.9,11.4,15.7,1022,0.144474254,281.03,2.753660712
11.5,12.6,14.1,2200,0.782982857,162.15,2.646174797
22,11.7,15,1956,0.26519391,330,2.708050201
4.3,5.2,9.7,1644,0.993869304,41.71,2.272125886
18.5,12,14.9,1222,0.911177975,275.65,2.701361213
4.3,5.2,9.7,1644,0.085071416,41.71,2.272125886
5.5,5.1,16.6,1467,0.704937046,91.3,2.809402695
8.6,11.6,14.1,2200,0.374074776,121.26,2.646174797
3.8,2.3,15.7,1022,0.479639739,59.66,2.753660712
10.9,13.7,14.1,2200,0.601279714,153.69,2.646174797
7,7.7,15,1956,0.495391401,105,2.708050201
17.7,11.7,20.3,800,0.662453873,359.31,3.010620886
10.8,10,16.4,1844,0.239346588,177.12,2.797281335
18.5,11.1,17.1,1411,0.361662614,316.35,2.839078464
7.2,6.1,12.9,633,0.278264695,92.88,2.557227311
12.2,9.8,16.9,1733,0.271886877,206.18,2.827313622
24.6,15,15.1,489,0.975047146,371.46,2.714694744
9.5,8.7,16.4,1844,0.824647625,155.8,2.797281335
14.5,10.4,17.1,1411,0.867398183,247.95,2.839078464
6.6,7.2,15.4,967,0.056916155,101.64,2.734367509
24.7,12.6,12.9,633,0.710053341,318.63,2.557227311
37,14.8,11.8,1600,0.53830534,436.6,2.468099531
15,9.9,15.4,967,0.699261308,231,2.734367509
18.8,9.3,22.8,956,0.346031077,428.64,3.126760536
11.5,9.6,14.1,2200,0.784250787,162.15,2.646174797
4.4,5,14.9,1222,0.747061578,65.56,2.701361213
7.9,6.3,20.3,800,0.893516652,160.37,3.010620886
6.1,4.1,17.1,1411,0.58632876,104.31,2.839078464
22,10.8,21.2,967,0.228753381,466.4,3.054001182
12.9,13.2,14.1,2200,0.15509763,181.89,2.646174797
4.2,5.8,11.8,1600,0.41313141,49.56,2.468099531
17.3,14.9,20.3,800,0.624014355,351.19,3.010620886
9.8,6.2,15.7,656,0.115603058,153.86,2.753660712
19.8,10.8,15.7,1022,0.28298565,310.86,2.753660712
2.5,2.7,15.1,489,0.960019496,37.75,2.714694744
20.3,15.4,16.6,1656,0.357810269,336.98,2.809402695
15.6,13.8,17.7,644,0.751551923,276.12,2.87356464
11.4,9.8,16.4,1844,0.710484596,186.96,2.797281335
5.6,4.6,11.8,1600,0.11040937,66.08,2.468099531
11.9,9,15.7,1022,0.023792803,186.83,2.753660712
25.7,12.7,18.7,844,0.934601893,480.59,2.928523524
25.3,12.1,15.4,1033,0.866546472,389.62,2.734367509
4.6,5.6,11.8,1600,0.521403126,54.28,2.468099531
12.7,6,7.2,1733,0.684194661,91.44,1.974081026
13.3,13.3,14.1,2200,0.446177943,187.53,2.646174797
7,5.9,16.9,1733,0.799603806,118.3,2.827313622
7.4,16.4,20.5,722,0.046816071,151.7,3.020424886
16.1,10.7,16.5,589,0.048732402,265.65,2.803360381
27.1,16.3,21,922,0.349193665,569.1,3.044522438
12,13.1,14.1,2200,0.389380496,169.2,2.646174797
4.2,5.4,11.8,1600,0.99230379,49.56,2.468099531
22,15.3,15.7,656,0.981115262,345.4,2.753660712
3.4,5,18.7,844,0.993895809,63.58,2.928523524
19.7,13.3,15.7,656,0.789940375,309.29,2.753660712
10.2,12.2,17.1,1411,0.503225917,174.42,2.839078464
12.3,10.8,14.9,1222,0.946295452,183.27,2.701361213
25.8,16.9,16.5,589,0.558421912,425.7,2.803360381
28,15.5,17.7,644,0.654339379,495.6,2.87356464
11.4,9.2,22.8,956,0.367230727,259.92,3.126760536
13.6,9.3,16.9,1733,0.763960371,229.84,2.827313622
3.5,3.6,15.7,1022,0.703280738,54.95,2.753660712
7.9,7.3,13,1511,0.728028387,102.7,2.564949357
11.3,9.8,14.9,1222,0.692496733,168.37,2.701361213
18,13.4,17.1,1411,0.732126989,307.8,2.839078464
19.5,17.8,20.3,800,0.13824705,395.85,3.010620886
12,13.7,17.2,1778,0.404952254,206.4,2.844909384
17.1,14.8,20.3,800,0.3912228,347.13,3.010620886
14.7,8.2,12.9,633,0.492735028,189.63,2.557227311
13.4,11,14.9,1222,0.280521471,199.66,2.701361213
11.2,9.6,17.1,1411,0.483258557,191.52,2.839078464
11.5,12.8,14.1,2200,0.704235617,162.15,2.646174797
10.8,9.3,16.7,1067,0.191970648,180.36,2.815408719
11.8,10.4,21,922,0.170824773,247.8,3.044522438
9.3,9,14.1,2200,0.69172524,131.13,2.646174797
20.4,12.3,16.4,1844,0.719134711,334.56,2.797281335
4.1,5.5,16.6,1467,0.428352379,68.06,2.809402695
14.7,9.7,14.9,1222,0.218781581,219.03,2.701361213
19.2,10.6,15.1,489,0.228191124,289.92,2.714694744
26.6,15,19.6,789,0.057599308,521.36,2.975529566
30.3,17.3,18.1,556,0.211339938,548.43,2.895911938
23.2,11.7,19.6,789,0.432792535,454.72,2.975529566
9.6,8.5,15.7,1022,0.638359761,150.72,2.753660712
7.3,7,16.6,1467,0.61822592,121.18,2.809402695
14.1,9.4,16.9,1733,0.598449926,238.29,2.827313622
21.6,12.8,14.9,1222,0.52859417,321.84,2.701361213
15.6,9,12.9,633,0.928727315,201.24,2.557227311
12.6,9.3,17.2,1778,0.505018949,216.72,2.844909384
13.2,13.2,14.1,2200,0.804911729,186.12,2.646174797
17.7,12.4,14.9,1222,0.760064601,263.73,2.701361213
16.1,14.8,17.1,1411,0.169933941,275.31,2.839078464
24.1,13,14.9,1222,0.08665584,359.09,2.701361213
26.2,15.8,17.1,1411,0.030952066,448.02,2.839078464
17.6,12.3,22.8,956,0.54807615,401.28,3.126760536
10.2,7.8,15,1956,0.838752128,153,2.708050201
15.4,9.9,16.9,1733,0.351176746,260.26,2.827313622
18,14.2,15,1956,0.880311641,270,2.708050201
2.8,4.3,15,1956,0.354761513,42,2.708050201
26.8,12.8,16.2,1478,0.999150088,434.16,2.785011242
7.6,8.3,17.2,1778,0.270678743,130.72,2.844909384
4,4.7,11.8,1600,0.712754849,47.2,2.468099531
15.4,10.7,20.5,722,0.941555784,315.7,3.020424886
22.7,13.7,19.6,789,0.142764012,444.92,2.975529566
