d,h,hdo,den,,,,,
12.8,11.3,16.2,1678,,,,,
12.8,11.1,16.2,1156,,,,,
12.8,11,18.8,1233,,,,,
12.8,10.7,14,2333,,,,,
12.8,10.3,16.2,1156,,,,,
12.8,9.8,14.5,978,,,,,
12.8,9.5,16.6,1656,,,,,
12.8,8.9,16.6,1467,,,,,
12.8,8.6,14,2333,,,,,
12.8,6.8,7.2,1733,,,,,
12.8,6.7,9.7,1644,,,,,
12.8,5,15.8,1522,,,,,
12.9,12.5,16.2,1678,,,,,
12.9,12.1,16.2,1678,,,,,
12.9,11.9,14.8,1967,,,,,
12.9,11.9,14.1,2200,,,,,
12.9,11.9,17.3,1122,,,,,
12.9,11.2,16.1,1656,,,,,
12.9,11.2,14.8,1967,,,,,
12.9,11.1,14.5,978,,,,,
12.9,10.9,15.1,1411,,,,,
12.9,10.8,17.7,2278,,,,,
12.9,9.9,17.7,2278,,,,,
12.9,9.5,14.5,978,,,,,
12.9,9.2,15.1,589,,,,,
12.9,8.9,15.7,422,,,,,
12.9,7.7,9.7,1644,,,,,
12.9,7,14,2333,,,,,
12.9,6.1,10.4,500,,,,,
13,17.6,21.5,1667,,,,,
13,15.4,17.2,1778,,,,,
13,14.9,21.5,1667,,,,,
13,14.6,17.7,2278,,,,,
13,14,17.7,2278,,,,,
13,11.6,15.1,1067,,,,,
13,11.1,14.5,978,,,,,
13,10.7,15.1,1411,,,,,
13,10.6,13.2,2122,,,,,
13,9.4,16.2,1678,,,,,
13,8.9,15.7,422,,,,,
13,7.6,15.1,1411,,,,,
13.1,15.2,16.1,1656,,,,,
13.1,15.1,17.7,2278,,,,,
13.1,14.8,21.5,1667,,,,,
13.1,13.8,21.5,1667,,,,,
13.1,13.6,16.2,1678,,,,,
13.1,13.6,16.2,1678,,,,,
13.1,13.2,15.1,1411,,,,,
13.1,13.1,16.6,1656,,,,,
13.1,12.8,17.7,2278,,,,,
13.1,12.5,14.5,978,,,,,
13.1,12.4,16.6,1656,,,,,
13.1,12.4,15.1,1656,,,,,
13.1,12.2,15.1,1656,,,,,
13.1,11.6,16.1,1656,,,,,
13.1,11.1,13.2,2122,,,,,
13.1,11.1,14.4,1689,,,,,
13.1,11.1,17.7,2278,,,,,
13.1,11,16.6,1656,,,,,
13.1,11,15.1,1656,,,,,
13.1,10.9,14.8,1967,,,,,
13.1,10.8,16.2,1678,,,,,
13.1,10.7,15.1,1656,,,,,
13.1,10.3,14.5,978,,,,,
13.1,10,14.8,1967,,,,,
13.1,9.4,14,2333,,,,,
13.1,9.2,14.5,978,,,,,
13.1,9.1,14,2333,,,,,
13.1,7.8,15.1,1067,,,,,
13.1,7.5,7.8,989,,,,,
13.1,6.7,7.2,1733,,,,,
13.2,14,15.8,1522,,,,,
13.2,13.8,16.3,1556,,,,,
13.2,12.6,15.7,1022,,,,,
13.2,12,15.1,1656,,,,,
13.2,11.8,13.1,811,,,,,
13.2,11.8,16.2,1156,,,,,
13.2,11.7,15.1,1656,,,,,
13.2,11.6,13.4,778,,,,,
13.2,11.2,15.1,1411,,,,,
13.2,10.4,13.1,811,,,,,
13.2,10.4,16.6,1656,,,,,
13.2,9.7,14.5,978,,,,,
13.2,9.6,17.7,2278,,,,,
13.2,9.6,14.8,1967,,,,,
13.2,9.6,16.2,1678,,,,,
13.2,8.6,14.1,2200,,,,,
13.2,6.3,10.1,1522,,,,,
13.3,15.6,20.5,722,,,,,
13.3,14.6,20.5,722,,,,,
13.3,13.7,16.3,1556,,,,,
13.3,13.4,14.8,1022,,,,,
13.3,12.4,14.4,1689,,,,,
13.3,12.4,16.6,1656,,,,,
13.3,12.4,16.6,1656,,,,,
13.3,11.7,16.2,1156,,,,,
13.3,11.5,17.7,2278,,,,,
13.3,11.4,14.5,978,,,,,
13.3,11.3,14.4,1689,,,,,
13.3,11.1,17.7,2278,,,,,
13.3,10.9,15.1,1656,,,,,
13.3,10.6,15.8,1522,,,,,
13.3,10.4,16.3,1556,,,,,
13.3,10.1,15.1,1411,,,,,
13.3,9.6,14,2333,,,,,
13.3,8.7,16.2,1678,,,,,
13.4,17.9,18.8,1233,,,,,
13.4,13.4,15.1,1656,,,,,
13.4,13,16.6,1656,,,,,
13.4,12.7,14.8,1967,,,,,
13.4,12.6,15.1,1067,,,,,
13.4,12.6,14.8,1967,,,,,
13.4,12.5,15.1,1411,,,,,
13.4,12.4,16.6,1656,,,,,
13.4,11.9,14.8,1967,,,,,
13.4,11.8,16.2,1678,,,,,
13.4,11,16.6,1467,,,,,
13.4,10.9,17.3,1122,,,,,
13.4,10.4,17.3,1122,,,,,
13.4,9.9,18.8,1233,,,,,
13.4,9.5,13.1,811,,,,,
13.4,9.5,16.2,1678,,,,,
13.4,9,14,2333,,,,,
13.4,8.6,14,2333,,,,,
13.4,7,14,2333,,,,,
13.4,7,16.1,689,,,,,
13.4,6.8,10.1,1522,,,,,
13.5,14.7,21.2,967,,,,,
13.5,13.8,17.7,2278,,,,,
13.5,13.2,13.1,811,,,,,
13.5,13.1,16.3,1556,,,,,
13.5,13,14.5,978,,,,,
13.5,12.9,16.3,1556,,,,,
13.5,12.7,16.3,1556,,,,,
13.5,12.7,15.1,1656,,,,,
13.5,12.6,13.4,778,,,,,
13.5,12,15.1,1411,,,,,
13.5,11.9,15.1,1411,,,,,
13.5,11.8,14.8,1022,,,,,
13.5,11.7,18.8,1233,,,,,
13.5,11.6,13.2,2122,,,,,
13.5,11.5,14.5,978,,,,,
13.5,11,16.5,1356,,,,,
13.5,10.5,13.2,2122,,,,,
13.5,10.5,13.2,2122,,,,,
13.5,10.5,13.1,811,,,,,
13.5,10.4,14.8,1967,,,,,
13.5,9.7,13.2,2122,,,,,
13.5,9.5,13.2,2122,,,,,
13.5,9.5,13.1,811,,,,,
13.5,9.2,14,2333,,,,,
13.5,9.1,16.2,1678,,,,,
13.5,8.5,14,2333,,,,,
13.5,5.9,9.7,1644,,,,,
13.6,15.6,17.7,2278,,,,,
13.6,15,16.5,1356,,,,,
13.6,14.6,22.4,867,,,,,
13.6,14.4,16.2,1156,,,,,
13.6,13.7,18.8,1233,,,,,
13.6,12.8,16.2,1156,,,,,
13.6,11.8,16.1,1656,,,,,
13.6,11.8,17.3,1122,,,,,
13.6,11.6,15.1,1067,,,,,
13.6,11.6,14.8,1967,,,,,
13.6,11.5,16.1,1656,,,,,
13.6,11.3,13.2,2122,,,,,
13.6,11.3,14.8,1967,,,,,
13.6,11.2,13.2,2122,,,,,
13.6,11.1,16.2,1156,,,,,
13.6,9.3,14.8,1967,,,,,
13.6,8.4,21.2,967,,,,,
13.6,7.7,10.4,500,,,,,
13.6,7.2,15.7,422,,,,,
13.6,7.2,7.8,989,,,,,
13.6,6.8,7.8,989,,,,,
13.6,6.5,9.7,1644,,,,,
13.7,14.8,16.3,1556,,,,,
13.7,14.4,17.7,889,,,,,
13.7,14.3,17.7,2278,,,,,
13.7,13,16.1,1656,,,,,
13.7,12.4,16.6,1656,,,,,
13.7,12.3,16.6,1656,,,,,
13.7,12.3,15.8,1522,,,,,
13.7,11.9,15.1,1411,,,,,
13.7,11.9,14.1,556,,,,,
13.7,11.7,14.4,1689,,,,,
13.7,11.2,13.2,2122,,,,,
13.7,11,13.2,2122,,,,,
13.7,11,16.1,1656,,,,,
13.7,10.7,16.2,1678,,,,,
13.7,10.5,13.2,2122,,,,,
13.7,10.3,13.2,2122,,,,,
13.7,10.3,14.8,1967,,,,,
13.7,10.2,13.1,811,,,,,
13.7,9.9,14.8,1967,,,,,
13.7,9.8,14,2333,,,,,
13.7,9.8,14.8,1967,,,,,
13.7,9.8,16.2,1678,,,,,
13.7,5.9,7.8,989,,,,,
13.8,19.6,18.8,1233,,,,,
13.8,15.3,17.7,889,,,,,
13.8,13.4,16.1,1656,,,,,
13.8,13.4,16.2,1156,,,,,
13.8,13.3,15.1,1067,,,,,
13.8,13,18.8,1233,,,,,
13.8,12.7,13.2,2122,,,,,
13.8,12.6,16.1,1656,,,,,
13.8,12.4,16.3,1556,,,,,
13.8,12.4,17.7,2278,,,,,
13.8,12.3,14.4,1689,,,,,
13.8,11.9,15.8,1522,,,,,
13.8,11.8,13.9,767,,,,,
13.8,11.7,14.4,1689,,,,,
13.8,11.6,14.4,1689,,,,,
13.8,11.6,15.1,1656,,,,,
13.8,11.5,14.8,1967,,,,,
13.8,11.3,16.1,1656,,,,,
13.8,11.3,16.2,1678,,,,,
13.8,11,14.5,978,,,,,
13.8,10.9,14.4,1689,,,,,
13.8,10.8,13.2,2122,,,,,
13.8,10.6,15.8,1522,,,,,
13.8,9.8,14,2333,,,,,
13.8,9,14.1,2200,,,,,
13.8,8.9,14,2333,,,,,
13.8,8.8,15.8,1522,,,,,
13.8,7.7,14.6,789,,,,,
13.8,7.6,14.6,789,,,,,
13.8,7.6,16.6,1656,,,,,
13.8,7.6,10.1,1522,,,,,
13.8,7.4,14,2333,,,,,
13.8,7.2,16.2,1678,,,,,
13.8,7.1,10.1,1522,,,,,
13.8,6.6,7.8,989,,,,,
13.9,13.8,16.6,1656,,,,,
13.9,13,15.1,1067,,,,,
13.9,12.8,16.2,1678,,,,,
13.9,12,17.3,1122,,,,,
13.9,11.8,17.7,2278,,,,,
13.9,11.6,14.8,1967,,,,,
13.9,11.4,13.1,811,,,,,
13.9,11.4,14.8,1967,,,,,
13.9,11.4,15.8,1522,,,,,
13.9,11.2,16.1,1656,,,,,
13.9,11.1,16.3,1556,,,,,
13.9,10.9,16.1,1656,,,,,
13.9,10.4,14.4,1689,,,,,
13.9,9.3,19.6,789,,,,,
13.9,8.1,10.4,500,,,,,
13.9,6.7,7.8,989,,,,,
14,15.3,16.3,1556,,,,,
14,15.1,16.6,1467,,,,,
14,14.9,20.3,1011,,,,,
14,13.9,15.1,1411,,,,,
14,13.8,16.1,1656,,,,,
14,13.6,14.8,1967,,,,,
14,13.5,17.7,2278,,,,,
14,13,14.4,1689,,,,,
14,12.9,14.4,1689,,,,,
14,12.3,16.3,1556,,,,,
14,12.1,17.7,2278,,,,,
14,12,16.1,1656,,,,,
14,11.9,14.5,978,,,,,
14,11.8,14.4,1689,,,,,
14,11.8,16.2,1156,,,,,
14,11.7,16.1,1656,,,,,
14,11.6,14.5,978,,,,,
14,11.6,17.7,2278,,,,,
14,11.5,14.6,789,,,,,
14,11.3,14.8,1967,,,,,
14,11.3,13.4,778,,,,,
14,10.9,16.2,1156,,,,,
14,10.8,16.2,1156,,,,,
14,10.7,14.8,1022,,,,,
14,10.2,14.8,1967,,,,,
14,10,13.1,811,,,,,
14,9.9,14,2333,,,,,
14,9.5,15.8,1522,,,,,
14,7.8,7.8,989,,,,,
14.1,16.9,21.2,967,,,,,
14.1,13.9,15.1,1656,,,,,
14.1,13.6,14.8,1022,,,,,
14.1,13.4,18.8,1233,,,,,
14.1,12.8,17.7,2278,,,,,
14.1,12.6,15.1,1656,,,,,
14.1,12.5,16.1,1656,,,,,
14.1,12.5,16.2,1156,,,,,
14.1,12.4,15.1,1656,,,,,
14.1,12.4,18.8,1233,,,,,
14.1,12.3,14.4,1689,,,,,
14.1,12.2,14.4,1689,,,,,
14.1,12.1,16.5,1356,,,,,
14.1,11.8,16.6,1656,,,,,
14.1,11.7,16.1,1656,,,,,
14.1,11.7,16.2,1156,,,,,
14.1,11.6,13.2,2122,,,,,
14.1,11.1,14.8,1967,,,,,
14.1,10.7,14,2333,,,,,
14.1,10.6,13.2,2122,,,,,
14.1,10.1,14.5,978,,,,,
14.1,7.4,7.2,1733,,,,,
14.1,6.7,14.8,1022,,,,,
14.2,17.1,20.5,722,,,,,
14.2,17,21.5,1667,,,,,
14.2,15.1,21.5,1667,,,,,
14.2,14.5,16.6,1656,,,,,
14.2,14.3,15.8,1522,,,,,
14.2,13.7,15.1,1656,,,,,
14.2,13.6,14.1,556,,,,,
14.2,13.3,15.1,1411,,,,,
14.2,13.3,17.7,2278,,,,,
14.2,13.3,16.2,1156,,,,,
14.2,13.1,15.1,1411,,,,,
14.2,13,15.8,1522,,,,,
14.2,12.7,14.8,1022,,,,,
14.2,12.4,16.2,1678,,,,,
14.2,12.3,16.2,1678,,,,,
14.2,12.3,16.1,689,,,,,
14.2,11.5,13.2,2122,,,,,
14.2,11.5,15.1,1411,,,,,
14.2,11.4,15.8,1522,,,,,
14.2,10.8,16.2,1678,,,,,
14.2,9.7,13.2,2122,,,,,
14.2,9.6,13.2,2122,,,,,
14.2,9.6,14.1,2200,,,,,
14.2,8.9,16.2,1678,,,,,
14.2,7.9,15.7,422,,,,,
14.2,7.1,10.1,1522,,,,,
14.3,15.8,16.3,1556,,,,,
14.3,14.8,21.5,1667,,,,,
14.3,13.6,17.7,2278,,,,,
14.3,13.6,15.1,1656,,,,,
14.3,13.3,15.1,1411,,,,,
14.3,13.3,15.1,1656,,,,,
14.3,12.8,13.9,767,,,,,
14.3,12.7,14.8,1022,,,,,
14.3,12.3,13.2,2122,,,,,
14.3,12.2,16.1,1656,,,,,
14.3,12.1,17.3,1122,,,,,
14.3,11.9,17.7,2278,,,,,
14.3,11.7,16.2,1678,,,,,
14.3,11.5,14.8,1022,,,,,
14.3,11.5,15.1,1067,,,,,
14.3,11.5,15.1,1411,,,,,
14.3,11.3,13.2,2122,,,,,
14.3,11.3,14.4,1689,,,,,
14.3,11.2,13.2,2122,,,,,
14.3,10.2,13.4,778,,,,,
14.3,10.2,19.6,789,,,,,
14.3,10.1,13.9,767,,,,,
14.3,10.1,13.1,811,,,,,
14.3,9.5,13.1,811,,,,,
14.3,9.1,15.7,422,,,,,
14.3,9.1,20.5,722,,,,,
14.3,6.8,14.6,789,,,,,
14.3,6.3,9.7,1644,,,,,
14.3,5.9,9.7,1644,,,,,
14.4,14.6,17.3,1122,,,,,
14.4,14,15.1,1411,,,,,
14.4,13.8,15.8,1522,,,,,
14.4,13.4,16.3,1556,,,,,
14.4,12.8,15.8,1522,,,,,
14.4,12.7,16.1,1656,,,,,
14.4,12.5,16.2,1678,,,,,
14.4,12.4,15.7,1022,,,,,
14.4,12.3,14,2333,,,,,
14.4,12.3,14.4,1689,,,,,
14.4,12.3,16.1,1656,,,,,
14.4,12.3,16.1,1656,,,,,
14.4,11.5,13.2,2122,,,,,
14.4,11.2,15.1,1067,,,,,
14.4,10.9,14.4,1689,,,,,
14.4,10.8,14.8,1967,,,,,
14.4,10.7,16.2,1678,,,,,
14.4,10.6,14.8,1967,,,,,
14.4,10.3,14.4,1689,,,,,
14.4,10.2,13.2,2122,,,,,
14.4,9.6,14.4,1689,,,,,
14.4,9,14,2333,,,,,
14.4,7.3,14,2333,,,,,
14.4,6.5,10.1,1522,,,,,
14.5,16.1,17.7,2278,,,,,
14.5,15.2,17.3,1122,,,,,
14.5,14.7,16.3,1556,,,,,
14.5,14.2,16.1,1656,,,,,
14.5,14.1,17.7,2278,,,,,
14.5,13.8,16.6,1656,,,,,
14.5,13.7,16.5,1356,,,,,
14.5,13.6,14.5,978,,,,,
14.5,13.4,16.3,1556,,,,,
14.5,13.3,15.1,1411,,,,,
14.5,13.2,16.3,1556,,,,,
14.5,13.2,14.1,556,,,,,
14.5,13.2,16.5,1356,,,,,
14.5,12.7,13.1,811,,,,,
14.5,12.6,16.5,1356,,,,,
14.5,12.6,16.5,1356,,,,,
14.5,12.4,14.4,1689,,,,,
14.5,12.4,17.7,2278,,,,,
14.5,12.4,17.3,1122,,,,,
14.5,12.3,16.1,1656,,,,,
14.5,12.3,16.5,1356,,,,,
14.5,12.3,18.8,1233,,,,,
14.5,12.2,16.2,1678,,,,,
14.5,12,15.1,1411,,,,,
14.5,12,14.8,1967,,,,,
14.5,11.9,15.1,1656,,,,,
14.5,11.8,13.2,2122,,,,,
14.5,11.6,13.9,767,,,,,
14.5,11.3,16.2,1678,,,,,
14.5,11.2,13.2,2122,,,,,
14.5,10.5,13.9,767,,,,,
14.5,10.4,16.2,1678,,,,,
14.5,10.3,14,2333,,,,,
14.5,9.9,13.1,811,,,,,
14.5,9.9,16.2,1678,,,,,
14.5,9.8,13.1,811,,,,,
14.5,9.7,13.1,811,,,,,
14.5,9.6,15.8,1522,,,,,
14.5,9.1,15.1,1411,,,,,
14.5,8.9,10.4,500,,,,,
14.5,8.9,14.8,1967,,,,,
14.5,7.1,7.8,989,,,,,
14.5,7,7.8,989,,,,,
14.5,6.7,7.8,989,,,,,
14.6,18.9,21.5,1667,,,,,
14.6,16.8,21.5,1667,,,,,
14.6,15.8,16.2,1156,,,,,
14.6,14.7,21.5,1667,,,,,
14.6,14.4,21.5,1667,,,,,
14.6,12.6,15.1,1656,,,,,
14.6,12.5,17.2,1778,,,,,
14.6,12.4,15.1,1656,,,,,
14.6,12.3,16.1,1656,,,,,
14.6,12.3,14.5,978,,,,,
14.6,11.8,15.1,1411,,,,,
14.6,11.4,14.4,1689,,,,,
14.6,10.5,20.5,722,,,,,
14.6,10.4,14.4,1689,,,,,
14.6,10.3,13.2,2122,,,,,
14.6,10.2,14,2333,,,,,
14.6,10.1,14.8,1967,,,,,
14.6,9.7,14,2333,,,,,
14.6,9.4,14.1,556,,,,,
14.6,8.6,16.2,1156,,,,,
14.6,8.5,14.5,978,,,,,
14.6,8.4,13.2,2122,,,,,
14.6,8.2,16.2,1678,,,,,
14.6,7.7,10.1,1522,,,,,
14.6,6.7,14,2333,,,,,
14.7,14.1,16.6,1656,,,,,
14.7,14.1,15.1,1411,,,,,
14.7,13.9,14.4,1689,,,,,
14.7,13.9,20.3,1011,,,,,
14.7,13.9,15.8,1522,,,,,
14.7,13.7,17.2,1778,,,,,
14.7,13.3,16.3,1556,,,,,
14.7,13,16.3,1556,,,,,
14.7,12.9,13.1,811,,,,,
14.7,12.8,14.8,1967,,,,,
14.7,12.8,17.3,1122,,,,,
14.7,12.5,15.1,1656,,,,,
14.7,12.3,16.1,1656,,,,,
14.7,12.3,17.7,2278,,,,,
14.7,12.2,16.6,1467,,,,,
14.7,12.1,15.7,422,,,,,
14.7,12,14.5,978,,,,,
14.7,11.9,14.8,1967,,,,,
14.7,11.9,16.2,1678,,,,,
14.7,11.8,14.6,789,,,,,
14.7,11.7,17.3,1122,,,,,
14.7,11.5,15.1,1656,,,,,
14.7,11.4,13.4,778,,,,,
14.7,11.2,16.2,1678,,,,,
14.7,11.1,14.4,1689,,,,,
14.7,11,16.2,1678,,,,,
14.7,11,13.4,778,,,,,
14.7,10.8,16.2,1156,,,,,
14.7,10.6,14,2333,,,,,
14.7,10.6,21.5,1667,,,,,
14.7,10.4,13.1,811,,,,,
14.7,10.4,16.2,1678,,,,,
14.7,9.8,13.1,811,,,,,
14.7,9.7,16.2,1678,,,,,
14.7,9.4,14,2333,,,,,
14.7,8.6,15.7,422,,,,,
14.7,6.8,7.8,989,,,,,
14.8,16.1,16.5,1356,,,,,
14.8,15.8,17.7,2278,,,,,
14.8,15.7,16.2,1678,,,,,
14.8,14.9,21.2,967,,,,,
14.8,13.8,17.7,2278,,,,,
14.8,13.6,15.1,1656,,,,,
14.8,13.4,14.4,1689,,,,,
14.8,13.4,16.1,1656,,,,,
14.8,13.2,16.5,1356,,,,,
14.8,12.9,14.4,1689,,,,,
14.8,12.8,14.8,1967,,,,,
14.8,12.7,14.4,1689,,,,,
14.8,12.7,16.6,1656,,,,,
14.8,12.6,17.3,1122,,,,,
14.8,12.4,15.1,1411,,,,,
14.8,12.1,16.2,1678,,,,,
14.8,11.9,15.1,1067,,,,,
14.8,11.8,15.1,1067,,,,,
14.8,11.7,15.1,1067,,,,,
14.8,11.3,16.1,1656,,,,,
14.8,11,15.1,1411,,,,,
14.8,10.8,16.5,1356,,,,,
14.8,10.7,15.7,422,,,,,
14.8,10.5,13.1,811,,,,,
14.8,10.3,16.2,1156,,,,,
14.8,9.8,14,2333,,,,,
14.8,9.1,16.2,1678,,,,,
14.8,7.3,7.8,989,,,,,
14.9,19.7,20.3,1011,,,,,
14.9,17.6,20.3,1011,,,,,
14.9,14.6,16.3,1556,,,,,
14.9,14.4,16.5,1356,,,,,
14.9,14.2,15.1,1411,,,,,
14.9,13.9,16.6,1467,,,,,
14.9,13.4,14.4,1689,,,,,
14.9,13.4,17.7,2278,,,,,
14.9,13.4,15.1,1656,,,,,
14.9,13,17.7,2278,,,,,
14.9,12.6,14.8,1967,,,,,
14.9,12.6,15.1,1656,,,,,
14.9,12.3,13.1,811,,,,,
14.9,12.2,15.1,1656,,,,,
14.9,11.9,14.4,1689,,,,,
14.9,11.8,14.4,1689,,,,,
14.9,11.8,14.4,1689,,,,,
14.9,11.8,14.8,1967,,,,,
14.9,11.8,16.1,689,,,,,
14.9,11.5,13.1,811,,,,,
14.9,11.4,13.2,2122,,,,,
14.9,11.3,14.8,1022,,,,,
14.9,11.1,14.8,1967,,,,,
14.9,10.6,14.8,1967,,,,,
14.9,10.5,14.4,1689,,,,,
14.9,10.5,14.8,1967,,,,,
15,18.4,21.5,1667,,,,,
15,16.7,16.2,1678,,,,,
15,15.6,16.3,1556,,,,,
15,15.4,21.5,1667,,,,,
15,14,18.8,1233,,,,,
15,13.7,17.7,2278,,,,,
15,13.5,17.7,2278,,,,,
15,13.2,16.2,1678,,,,,
15,12.7,14.8,1967,,,,,
15,12.7,15.7,1022,,,,,
15,12.5,16.1,1656,,,,,
15,12.5,15.1,1656,,,,,
15,12.3,14.4,1689,,,,,
15,12.2,16.1,1656,,,,,
15,12.2,15.1,1411,,,,,
15,12.1,15.1,1067,,,,,
15,12.1,16.1,1656,,,,,
15,12,17.7,2278,,,,,
15,11.9,15.1,1411,,,,,
15,11.8,13.9,767,,,,,
15,11.8,16.1,1656,,,,,
15,11.7,14.4,1689,,,,,
15,11.6,14.4,1689,,,,,
15,11.5,13.1,811,,,,,
15,11.3,15.8,1522,,,,,
15,10.9,13.9,767,,,,,
15,10.9,19.6,789,,,,,
15,10.8,14.4,1689,,,,,
15,10.7,15.1,1067,,,,,
15,10.6,15.1,1411,,,,,
15,10.6,15.1,1656,,,,,
15,9.4,16.2,1678,,,,,
15,7.8,7.8,989,,,,,
15.1,15.1,17.7,2278,,,,,
15.1,14.9,17.7,2278,,,,,
15.1,14.3,17.7,2278,,,,,
15.1,14,14.8,1022,,,,,
15.1,14,14.4,1689,,,,,
15.1,13.8,17.7,2278,,,,,
15.1,13.3,15.1,1656,,,,,
15.1,13.2,15.1,1656,,,,,
15.1,13.1,16.1,1656,,,,,
15.1,12.8,14.4,1689,,,,,
15.1,12.7,14.4,1689,,,,,
15.1,12.6,16.1,1656,,,,,
15.1,12.6,14.8,1967,,,,,
15.1,12.5,15.1,1656,,,,,
15.1,12.4,15.1,1067,,,,,
15.1,12.4,16.2,1156,,,,,
15.1,12.2,15.8,1522,,,,,
15.1,11.7,14.4,1689,,,,,
15.1,11.7,21.5,1667,,,,,
15.1,11.7,16.2,1156,,,,,
15.1,11.5,14.8,1022,,,,,
15.1,11.4,14.4,1689,,,,,
15.1,11.3,13.2,2122,,,,,
15.1,11.3,14.1,556,,,,,
15.1,11.2,16.1,1656,,,,,
15.1,10.9,16.2,1156,,,,,
15.1,10.8,13.4,778,,,,,
15.1,10.5,19.6,789,,,,,
15.1,10.5,19.6,789,,,,,
15.1,9.9,13.9,767,,,,,
15.1,9.7,14.8,1022,,,,,
15.1,9.5,13.9,767,,,,,
15.1,9.5,14.5,978,,,,,
15.1,9.1,15.1,1067,,,,,
15.1,9,13.1,811,,,,,
15.1,7.2,7.8,989,,,,,
15.1,6.4,15,1956,,,,,
15.2,14.9,17.7,2278,,,,,
15.2,14.8,20.3,1011,,,,,
15.2,13.5,15.1,1656,,,,,
15.2,13.2,17.7,889,,,,,
15.2,13,16.3,1556,,,,,
15.2,12.9,14.8,1967,,,,,
15.2,12.8,15.8,1522,,,,,
15.2,12.8,16.2,1156,,,,,
15.2,12.7,15.1,1656,,,,,
15.2,12.6,14.4,1689,,,,,
15.2,12.6,18.8,1233,,,,,
15.2,12.5,14.8,1022,,,,,
15.2,12.5,15.1,1067,,,,,
15.2,12.4,14.4,1689,,,,,
15.2,12.3,16.1,1656,,,,,
15.2,12.1,14.8,1967,,,,,
15.2,11.7,13.2,2122,,,,,
15.2,11.6,15.1,1656,,,,,
15.2,11.5,15.1,1411,,,,,
15.2,11.3,14.8,1967,,,,,
15.2,11.3,16.2,1156,,,,,
15.2,11.2,13.4,778,,,,,
15.2,10.9,14.6,789,,,,,
15.2,10.9,16.3,1556,,,,,
15.2,10.4,13.2,2122,,,,,
15.2,10.2,16.2,1678,,,,,
15.2,8,15.7,422,,,,,
15.2,6.6,7.8,989,,,,,
15.3,15.5,16.6,1467,,,,,
15.3,15.2,17.7,2278,,,,,
15.3,14.6,17.7,2278,,,,,
15.3,14.1,14.5,978,,,,,
15.3,13.7,16.6,1467,,,,,
15.3,13.7,14.5,978,,,,,
15.3,13.4,14.4,1689,,,,,
15.3,13.1,14.4,1689,,,,,
15.3,13,14.4,1689,,,,,
15.3,12.7,14.5,978,,,,,
15.3,12.4,15.1,1656,,,,,
15.3,12.4,16.1,689,,,,,
15.3,12.1,13.2,2122,,,,,
15.3,11.9,14.4,1689,,,,,
15.3,11.5,14.5,978,,,,,
15.3,11.4,13.1,811,,,,,
15.3,11.1,14.4,1689,,,,,
15.3,10.8,14.4,1689,,,,,
15.3,10.6,14,2333,,,,,
15.3,10.2,16.2,1156,,,,,
15.3,9.7,14.8,1022,,,,,
15.3,8.5,14,2333,,,,,
15.4,15.7,16.2,1678,,,,,
15.4,13.7,16.2,1156,,,,,
15.4,13.6,14.5,978,,,,,
15.4,13.5,15.1,1411,,,,,
15.4,13.4,14.5,978,,,,,
15.4,13.1,17.3,1122,,,,,
15.4,13,16.5,1356,,,,,
15.4,12.9,15.1,1411,,,,,
15.4,12.9,16.5,1356,,,,,
15.4,12.8,14.8,1967,,,,,
15.4,12.6,17.7,2278,,,,,
15.4,12.5,15.1,1067,,,,,
15.4,12.3,15.8,1522,,,,,
15.4,12.3,17.3,1122,,,,,
15.4,12.1,16.2,1678,,,,,
15.4,12,14.4,1689,,,,,
15.4,12,15.8,1522,,,,,
15.4,11.6,14.8,1967,,,,,
15.4,11.4,14.4,1689,,,,,
15.4,11.3,17.3,1122,,,,,
15.4,10.7,20.5,722,,,,,
15.4,10,15.1,1067,,,,,
15.5,16,21.5,1667,,,,,
15.5,15.8,21.5,1667,,,,,
15.5,15.4,17.7,2278,,,,,
15.5,15.3,16.2,1678,,,,,
15.5,15.2,17.7,2278,,,,,
15.5,14.8,17.7,889,,,,,
15.5,14.5,16.1,1656,,,,,
15.5,14.3,16.3,1556,,,,,
15.5,14.1,17.7,2278,,,,,
15.5,13.5,14.4,1689,,,,,
15.5,13.5,15.1,1411,,,,,
15.5,13.5,18.8,1233,,,,,
15.5,13.3,15.1,1656,,,,,
15.5,13.1,14.4,1689,,,,,
15.5,13.1,18.8,1233,,,,,
15.5,12.8,14.8,1022,,,,,
15.5,12.7,16.5,1356,,,,,
15.5,12.6,17.7,2278,,,,,
15.5,12.6,16.5,1356,,,,,
15.5,12.3,15.1,1656,,,,,
15.5,12.2,13.2,2122,,,,,
15.5,12.1,16.1,1656,,,,,
15.5,12.1,15.1,1411,,,,,
15.5,11.9,17.3,1122,,,,,
15.5,11.8,16.2,1156,,,,,
15.5,11.7,13.1,811,,,,,
15.5,11.4,14.1,556,,,,,
15.5,11.3,15.7,422,,,,,
15.5,10.2,13.1,811,,,,,
15.5,9.8,13.1,811,,,,,
15.5,8.5,14.6,789,,,,,
15.5,7.8,10.1,1522,,,,,
15.6,17.6,20.3,1011,,,,,
15.6,16,17.3,1122,,,,,
15.6,15.9,16.6,1467,,,,,
15.6,15.2,21.5,1667,,,,,
15.6,15.1,14.5,978,,,,,
15.6,15,16.3,1556,,,,,
15.6,14.9,16.6,1467,,,,,
