d,h,hdo,den,,,,,
20.5,15.1,17.3,1122,,,,,
21.5,15.1,17.7,889,,,,,
21.6,15.1,16.5,1356,,,,,
22.1,15.1,15.7,1022,,,,,
22.2,15.1,16.3,1556,,,,,
22.4,15.1,15.1,589,,,,,
22.7,15.1,22.4,867,,,,,
26.8,15.1,16.5,1356,,,,,
31,15.1,17.7,889,,,,,
16.3,15.2,21.5,1667,,,,,
16.5,15.2,22.4,867,,,,,
17.4,15.2,17.7,2278,,,,,
17.5,15.2,16.1,1656,,,,,
18.4,15.2,16.2,1156,,,,,
18.7,15.2,16.5,1356,,,,,
19.5,15.2,15.1,1656,,,,,
19.8,15.2,16.3,1556,,,,,
20.6,15.2,18.8,1233,,,,,
20.7,15.2,16.3,1556,,,,,
20.8,15.2,17.3,1122,,,,,
21.5,15.2,16.5,1356,,,,,
21.5,15.2,17.3,1122,,,,,
21.8,15.2,16.5,1356,,,,,
21.9,15.2,16.5,1356,,,,,
23.4,15.2,16.3,1556,,,,,
27.3,15.2,22.4,867,,,,,
15.9,15.3,20.3,1011,,,,,
16,15.3,16.6,1656,,,,,
16.1,15.3,17.7,889,,,,,
16.8,15.3,18.8,1233,,,,,
17,15.3,16.3,1556,,,,,
18,15.3,16.6,1656,,,,,
18.1,15.3,16.6,1656,,,,,
18.3,15.3,16.5,1356,,,,,
18.6,15.3,16.6,1467,,,,,
19.4,15.3,17.3,1122,,,,,
20.4,15.3,20.3,1011,,,,,
20.4,15.3,18.8,1233,,,,,
20.7,15.3,17.7,2278,,,,,
20.9,15.3,21.5,1667,,,,,
21.2,15.3,17.3,1122,,,,,
21.4,15.3,17.3,1122,,,,,
21.6,15.3,16.3,1556,,,,,
21.8,15.3,15.1,589,,,,,
21.8,15.3,17.3,1122,,,,,
21.9,15.3,16.3,1556,,,,,
22.4,15.3,16.5,1356,,,,,
22.7,15.3,16.6,1656,,,,,
23.3,15.3,15.1,589,,,,,
24.7,15.3,18.8,1233,,,,,
26,15.3,17.7,889,,,,,
15.7,15.4,21.5,1667,,,,,
15.9,15.4,16.2,1678,,,,,
17.2,15.4,16.1,689,,,,,
17.4,15.4,17.7,889,,,,,
17.8,15.4,17.7,2278,,,,,
18.1,15.4,17.7,2278,,,,,
18.2,15.4,16.6,1467,,,,,
18.6,15.4,16.5,1356,,,,,
18.7,15.4,15.1,1411,,,,,
19.3,15.4,16.5,1356,,,,,
20,15.4,20.5,722,,,,,
20.5,15.4,16.1,1656,,,,,
20.5,15.4,21.5,1667,,,,,
20.7,15.4,16.5,1356,,,,,
21.3,15.4,21.5,1667,,,,,
22,15.4,17.3,1122,,,,,
22.1,15.4,16.3,1556,,,,,
22.6,15.4,16.1,1656,,,,,
22.8,15.4,22.4,867,,,,,
23.3,15.4,16.3,1556,,,,,
24.3,15.4,16.3,1556,,,,,
24.5,15.4,17.7,889,,,,,
25.7,15.4,21.5,1667,,,,,
27.8,15.4,17.7,889,,,,,
29.7,15.4,17.7,889,,,,,
15.8,15.5,15.8,1522,,,,,
16.7,15.5,17.7,2278,,,,,
17.1,15.5,18.8,1233,,,,,
17.5,15.5,21.2,967,,,,,
17.7,15.5,17.3,1122,,,,,
18.1,15.5,18.8,1233,,,,,
18.3,15.5,16.3,1556,,,,,
18.6,15.5,20.3,1011,,,,,
20.1,15.5,16.6,1656,,,,,
20.4,15.5,17.3,1122,,,,,
20.8,15.5,16.5,1356,,,,,
21.7,15.5,18.8,1233,,,,,
22.4,15.5,17.3,1122,,,,,
22.7,15.5,16.3,1556,,,,,
25,15.5,17.3,1122,,,,,
26,15.5,16.1,689,,,,,
28.1,15.5,17.7,889,,,,,
15.7,15.6,21.5,1667,,,,,
16.4,15.6,17.7,2278,,,,,
16.5,15.6,16.2,1156,,,,,
17.7,15.6,16.6,1467,,,,,
18.6,15.6,18.8,1233,,,,,
18.9,15.6,17.7,889,,,,,
19,15.6,21.5,1667,,,,,
19.6,15.6,16.2,1678,,,,,
19.7,15.6,16.3,1556,,,,,
19.7,15.6,14.5,978,,,,,
19.7,15.6,16.5,1356,,,,,
19.8,15.6,16.2,1678,,,,,
19.8,15.6,18.8,1233,,,,,
19.9,15.6,17.7,889,,,,,
20,15.6,20.3,1011,,,,,
20.1,15.6,16.6,1656,,,,,
20.1,15.6,18.8,1233,,,,,
20.4,15.6,16.6,1467,,,,,
24.2,15.6,17.7,889,,,,,
24.8,15.6,17.7,889,,,,,
26.5,15.6,17.7,889,,,,,
16.3,15.7,21.5,1667,,,,,
16.4,15.7,16.2,1156,,,,,
17.2,15.7,16.3,1556,,,,,
18.1,15.7,17.7,2278,,,,,
18.2,15.7,20.5,722,,,,,
18.8,15.7,16.3,1556,,,,,
18.8,15.7,21.5,1667,,,,,
19,15.7,16.3,1556,,,,,
19.4,15.7,21.5,1667,,,,,
19.8,15.7,18.8,1233,,,,,
20.4,15.7,21.5,1667,,,,,
20.7,15.7,16.6,1467,,,,,
20.9,15.7,17.2,1778,,,,,
21.1,15.7,15.1,1411,,,,,
21.2,15.7,20.3,1011,,,,,
21.6,15.7,18.8,1233,,,,,
21.7,15.7,16.3,1556,,,,,
22,15.7,21.5,1667,,,,,
22.5,15.7,15.8,1522,,,,,
23,15.7,21.5,1667,,,,,
24.9,15.7,19.6,789,,,,,
27.4,15.7,17.7,889,,,,,
16,15.8,22.4,867,,,,,
16.4,15.8,15.8,1522,,,,,
16.4,15.8,18.8,1233,,,,,
16.8,15.8,16.6,1656,,,,,
17.2,15.8,17.2,1778,,,,,
17.2,15.8,17.7,2278,,,,,
17.6,15.8,17.7,2278,,,,,
17.8,15.8,17.7,889,,,,,
18.2,15.8,17.7,2278,,,,,
19.2,15.8,16.6,1467,,,,,
19.8,15.8,17.7,2278,,,,,
20,15.8,16.5,1356,,,,,
20.6,15.8,18.8,1233,,,,,
20.7,15.8,17.3,1122,,,,,
20.8,15.8,16.6,1467,,,,,
21.9,15.8,17.7,889,,,,,
22,15.8,16.5,1356,,,,,
22.3,15.8,17.7,889,,,,,
22.4,15.8,17.7,889,,,,,
23.2,15.8,17.3,1122,,,,,
23.4,15.8,19.6,789,,,,,
23.6,15.8,16.1,689,,,,,
23.7,15.8,21.5,1667,,,,,
17.5,15.9,17.3,1122,,,,,
17.6,15.9,21.5,1667,,,,,
18.4,15.9,16.3,1556,,,,,
18.8,15.9,17.2,1778,,,,,
20.2,15.9,16.6,1656,,,,,
20.5,15.9,16.3,1556,,,,,
20.6,15.9,21.5,1667,,,,,
21,15.9,16.6,1467,,,,,
21.8,15.9,16.5,1356,,,,,
22.5,15.9,16.6,1656,,,,,
23,15.9,21.5,1667,,,,,
23.7,15.9,15.1,1656,,,,,
28,15.9,17.7,889,,,,,
29.3,15.9,14.6,789,,,,,
16.5,16,21.2,967,,,,,
16.8,16,22.4,867,,,,,
17.5,16,21.5,1667,,,,,
19.1,16,20.3,1011,,,,,
19.5,16,16.5,1356,,,,,
20.1,16,16.6,1467,,,,,
20.8,16,16.3,1556,,,,,
21,16,22.4,867,,,,,
21.5,16,17.7,889,,,,,
21.7,16,16.6,1656,,,,,
22.1,16,16.6,1656,,,,,
22.5,16,20.5,722,,,,,
23.7,16,21.2,967,,,,,
25.4,16,16.1,689,,,,,
25.5,16,20.5,722,,,,,
25.7,16,17.7,889,,,,,
27.2,16,17.7,889,,,,,
27.3,16,19.6,789,,,,,
29.1,16,17.7,889,,,,,
16.5,16.1,17.7,2278,,,,,
16.6,16.1,22.4,867,,,,,
17.2,16.1,21.5,1667,,,,,
18.5,16.1,16.6,1467,,,,,
18.6,16.1,17.7,2278,,,,,
21.2,16.1,17.7,2278,,,,,
22,16.1,16.5,1356,,,,,
23.1,16.1,20.3,1011,,,,,
23.6,16.1,16.5,1356,,,,,
24,16.1,17.7,889,,,,,
24.2,16.1,14.8,1967,,,,,
24.5,16.1,18.8,1233,,,,,
26.4,16.1,21.5,1667,,,,,
26.9,16.1,22.4,867,,,,,
29,16.1,22.4,867,,,,,
16.3,16.2,20.3,1011,,,,,
17.3,16.2,20.3,1011,,,,,
19.1,16.2,20.3,1011,,,,,
19.1,16.2,21.5,1667,,,,,
19.3,16.2,20.5,722,,,,,
19.3,16.2,21.5,1667,,,,,
19.5,16.2,21.5,1667,,,,,
19.9,16.2,17.7,2278,,,,,
20.1,16.2,16.6,1467,,,,,
22,16.2,21.5,1667,,,,,
16.6,16.3,21.5,1667,,,,,
17.8,16.3,16.5,1356,,,,,
18.5,16.3,21.5,1667,,,,,
19.7,16.3,21.5,1667,,,,,
20.2,16.3,21.5,1667,,,,,
20.3,16.3,21.5,1667,,,,,
22.1,16.3,18.8,1233,,,,,
22.8,16.3,17.3,1122,,,,,
24.5,16.3,17.7,889,,,,,
27,16.3,21.5,1667,,,,,
17.3,16.4,21.5,1667,,,,,
17.5,16.4,20.5,722,,,,,
18.4,16.4,16.6,1467,,,,,
18.7,16.4,21.5,1667,,,,,
20.4,16.4,17.3,1122,,,,,
21.8,16.4,17.3,1122,,,,,
22.3,16.4,20.3,1011,,,,,
28.5,16.4,22.4,867,,,,,
16.4,16.5,21.5,1667,,,,,
17,16.5,21.5,1667,,,,,
17.9,16.5,21.5,1667,,,,,
18,16.5,21.5,1667,,,,,
18.4,16.5,17.7,889,,,,,
18.7,16.5,22.4,867,,,,,
18.8,16.5,17.3,1122,,,,,
20.4,16.5,20.3,1011,,,,,
20.5,16.5,17.7,889,,,,,
20.8,16.5,21.5,1667,,,,,
22.2,16.5,16.6,1656,,,,,
22.6,16.5,16.5,1356,,,,,
23.3,16.5,21.5,1667,,,,,
23.6,16.5,16.5,1356,,,,,
23.7,16.5,17.3,1122,,,,,
25.7,16.5,16.6,1656,,,,,
28.2,16.5,22.4,867,,,,,
29,16.5,22.4,867,,,,,
16.9,16.6,15.1,1067,,,,,
16.9,16.6,21.5,1667,,,,,
19.4,16.6,21.5,1667,,,,,
19.6,16.6,18.8,1233,,,,,
20.7,16.6,17.3,1122,,,,,
21,16.6,21.5,1667,,,,,
21.9,16.6,17.7,889,,,,,
22.9,16.6,21.2,967,,,,,
23.7,16.6,18.8,1233,,,,,
24.1,16.6,16.6,1656,,,,,
24.3,16.6,16.1,689,,,,,
24.4,16.6,21.5,1667,,,,,
24.6,16.6,17.3,1122,,,,,
26.1,16.6,21.5,1667,,,,,
26.6,16.6,16.1,689,,,,,
26.9,16.6,21.5,1667,,,,,
27.1,16.6,19.6,789,,,,,
16.7,16.7,17.7,889,,,,,
19.2,16.7,21.5,1667,,,,,
19.2,16.7,21.5,1667,,,,,
19.4,16.7,20.5,722,,,,,
20.5,16.7,22.4,867,,,,,
21.9,16.7,20.3,1011,,,,,
22.3,16.7,20.3,1011,,,,,
22.5,16.7,20.3,1011,,,,,
23.3,16.7,20.5,722,,,,,
24.4,16.7,20.5,722,,,,,
24.6,16.7,17.7,889,,,,,
25,16.7,17.3,1122,,,,,
25.2,16.7,21.2,967,,,,,
25.4,16.7,18.8,1233,,,,,
25.5,16.7,17.7,889,,,,,
29,16.7,21.2,967,,,,,
31,16.7,21.5,1667,,,,,
35.1,16.7,22.4,867,,,,,
37.9,16.7,20.5,722,,,,,
18.4,16.8,22.4,867,,,,,
18.6,16.8,17.7,2278,,,,,
20.9,16.8,21.2,967,,,,,
21.2,16.8,17.7,889,,,,,
22.3,16.8,21.5,1667,,,,,
22.7,16.8,18.8,1233,,,,,
23.3,16.8,20.5,722,,,,,
23.9,16.8,17.2,1778,,,,,
24,16.8,21.5,1667,,,,,
24.2,16.8,21.5,1667,,,,,
17.3,16.9,17.7,2278,,,,,
18,16.9,16.2,1678,,,,,
20.1,16.9,18.8,1233,,,,,
20.3,16.9,22.4,867,,,,,
20.8,16.9,21.2,967,,,,,
21.3,16.9,20.5,722,,,,,
21.5,16.9,17.7,889,,,,,
22.2,16.9,21.5,1667,,,,,
22.6,16.9,16.5,1356,,,,,
23.8,16.9,21.2,967,,,,,
24.6,16.9,21.5,1667,,,,,
25.2,16.9,17.7,889,,,,,
25.2,16.9,22.4,867,,,,,
25.5,16.9,17.7,889,,,,,
26.3,16.9,21.5,1667,,,,,
17.5,17,20.3,1011,,,,,
18.6,17,22.4,867,,,,,
20.5,17,16.6,1467,,,,,
20.5,17,21.5,1667,,,,,
21.5,17,21.2,967,,,,,
25,17,21.5,1667,,,,,
26.1,17,20.3,1011,,,,,
29.9,17,21.2,967,,,,,
30.1,17,17.7,889,,,,,
17.7,17.1,20.3,1011,,,,,
19.4,17.1,21.2,967,,,,,
21.3,17.1,21.2,967,,,,,
22.6,17.1,21.2,967,,,,,
22.8,17.1,20.3,1011,,,,,
25.8,17.1,20.3,1011,,,,,
27.6,17.1,17.7,889,,,,,
16.7,17.2,19.6,789,,,,,
16.9,17.2,21.5,1667,,,,,
17.3,17.2,21.5,1667,,,,,
17.3,17.2,22.4,867,,,,,
17.5,17.2,20.3,1011,,,,,
17.8,17.2,20.3,1011,,,,,
19,17.2,18.8,1233,,,,,
20,17.2,20.3,1011,,,,,
21,17.2,21.5,1667,,,,,
21.2,17.2,17.2,1778,,,,,
22,17.2,21.2,967,,,,,
23.3,17.2,17.7,889,,,,,
23.5,17.2,20.3,1011,,,,,
23.7,17.2,22.4,867,,,,,
24.6,17.2,21.5,1667,,,,,
32.5,17.2,22.4,867,,,,,
16.7,17.3,16.1,1656,,,,,
18.9,17.3,20.3,1011,,,,,
21.9,17.3,17.7,889,,,,,
26.4,17.3,22.4,867,,,,,
18.2,17.4,15.8,1522,,,,,
19.9,17.4,20.3,1011,,,,,
21.7,17.4,17.3,1122,,,,,
22,17.4,20.3,1011,,,,,
23.5,17.4,21.2,967,,,,,
24.5,17.4,20.5,722,,,,,
25.5,17.4,20.3,1011,,,,,
26.8,17.4,22.4,867,,,,,
27.1,17.4,22.4,867,,,,,
27.4,17.4,22.4,867,,,,,
31.3,17.4,17.7,889,,,,,
15.8,17.5,20.3,1011,,,,,
19,17.5,18.8,1233,,,,,
19.2,17.5,22.4,867,,,,,
20.7,17.5,21.5,1667,,,,,
21.3,17.5,17.7,889,,,,,
21.4,17.5,17.7,2278,,,,,
22.2,17.5,22.4,867,,,,,
22.4,17.5,21.5,1667,,,,,
23.6,17.5,20.3,1011,,,,,
28,17.5,21.2,967,,,,,
17,17.6,21.5,1667,,,,,
19.7,17.6,20.3,1011,,,,,
20.3,17.6,20.3,1011,,,,,
21.6,17.6,17.7,2278,,,,,
25.5,17.6,21.5,1667,,,,,
27.7,17.6,17.7,889,,,,,
28.6,17.6,22.4,867,,,,,
32.5,17.6,22.4,867,,,,,
18.6,17.7,21.5,1667,,,,,
19.6,17.7,21.5,1667,,,,,
21.2,17.7,22.4,867,,,,,
22.6,17.7,21.5,1667,,,,,
22.6,17.7,21.5,1667,,,,,
25,17.7,20.3,1011,,,,,
25.1,17.7,22.4,867,,,,,
28.3,17.7,21.5,1667,,,,,
28.6,17.7,22.4,867,,,,,
30.1,17.7,17.7,889,,,,,
16.4,17.8,20.3,1011,,,,,
19.4,17.8,21.5,1667,,,,,
21.7,17.8,17.3,1122,,,,,
22.1,17.8,20.3,1011,,,,,
23.4,17.8,21.2,967,,,,,
25.2,17.8,21.2,967,,,,,
26.5,17.8,21.5,1667,,,,,
26.7,17.8,22.4,867,,,,,
28.7,17.8,22.4,867,,,,,
20.4,17.9,20.3,1011,,,,,
22,17.9,20.3,1011,,,,,
22.6,17.9,17.7,889,,,,,
23.8,17.9,22.4,867,,,,,
24,17.9,22.4,867,,,,,
27.6,17.9,22.4,867,,,,,
27.8,17.9,22.4,867,,,,,
36.7,17.9,17.7,889,,,,,
20.6,18,21.2,967,,,,,
20.6,18,21.2,967,,,,,
21.6,18,20.3,1011,,,,,
22,18,20.3,1011,,,,,
23.2,18,21.5,1667,,,,,
17.4,18.1,16.3,1556,,,,,
22.7,18.1,20.3,1011,,,,,
26.2,18.1,22.4,867,,,,,
17.6,18.2,20.3,1011,,,,,
19.6,18.2,21.5,1667,,,,,
20.4,18.2,22.4,867,,,,,
22.7,18.2,17.3,1122,,,,,
31.2,18.2,21.2,967,,,,,
22.6,18.3,22.4,867,,,,,
25.5,18.3,22.4,867,,,,,
30.7,18.3,21.2,967,,,,,
31.7,18.3,22.4,867,,,,,
17,18.4,20.3,1011,,,,,
18.1,18.4,18.8,1233,,,,,
23.8,18.4,22.4,867,,,,,
25.2,18.4,20.3,1011,,,,,
25.6,18.4,20.3,1011,,,,,
27.6,18.4,19.6,789,,,,,
28.2,18.4,22.4,867,,,,,
28.4,18.4,20.3,1011,,,,,
16,18.5,21.5,1667,,,,,
19.4,18.5,21.5,1667,,,,,
20.8,18.5,22.4,867,,,,,
21.9,18.5,19.6,789,,,,,
26,18.5,21.5,1667,,,,,
26.7,18.5,20.3,1011,,,,,
16.7,18.6,22.4,867,,,,,
19.4,18.6,20.3,1011,,,,,
20.7,18.6,22.4,867,,,,,
21.1,18.6,20.3,1011,,,,,
22.2,18.6,20.3,1011,,,,,
23.2,18.6,22.4,867,,,,,
24.6,18.6,21.5,1667,,,,,
25.9,18.6,20.3,1011,,,,,
26.6,18.6,21.2,967,,,,,
26.7,18.6,20.3,1011,,,,,
26.7,18.6,22.4,867,,,,,
27.6,18.6,20.3,1011,,,,,
30.5,18.6,19.6,789,,,,,
16.4,18.7,20.3,1011,,,,,
16.6,18.7,20.3,1011,,,,,
18.5,18.7,21.2,967,,,,,
18.5,18.7,20.5,722,,,,,
18.6,18.7,21.2,967,,,,,
19.2,18.7,20.3,1011,,,,,
19.3,18.7,20.3,1011,,,,,
20.8,18.7,20.5,722,,,,,
21.7,18.7,20.3,1011,,,,,
24,18.7,21.5,1667,,,,,
24.3,18.7,20.3,1011,,,,,
24.5,18.7,20.3,1011,,,,,
25.6,18.7,20.3,1011,,,,,
32.3,18.7,22.4,867,,,,,
17.7,18.8,16.2,1156,,,,,
19.6,18.8,20.3,1011,,,,,
21.6,18.8,21.2,967,,,,,
21.7,18.8,21.5,1667,,,,,
23,18.8,20.3,1011,,,,,
23.1,18.8,21.5,1667,,,,,
23.7,18.8,21.2,967,,,,,
25.6,18.8,20.3,1011,,,,,
17,18.9,21.5,1667,,,,,
20.6,18.9,21.2,967,,,,,
22,18.9,21.2,967,,,,,
22.3,18.9,21.2,967,,,,,
22.6,18.9,22.4,867,,,,,
24.4,18.9,20.3,1011,,,,,
33,18.9,22.4,867,,,,,
19.2,19,21.2,967,,,,,
21.8,19,21.2,967,,,,,
25.3,19,22.4,867,,,,,
26.3,19,20.3,1011,,,,,
28.8,19,22.4,867,,,,,
29.6,19,22.4,867,,,,,
16.4,19.1,21.5,1667,,,,,
18.6,19.1,20.3,1011,,,,,
21,19.1,22.4,867,,,,,
24.1,19.1,22.4,867,,,,,
25.5,19.1,21.2,967,,,,,
27.2,19.1,21.2,967,,,,,
17.4,19.2,21.5,1667,,,,,
18.6,19.2,20.3,1011,,,,,
17.9,19.3,20.3,1011,,,,,
23.4,19.3,22.4,867,,,,,
25.7,19.3,22.4,867,,,,,
26.5,19.3,20.3,1011,,,,,
27.8,19.3,22.4,867,,,,,
29,19.3,21.2,967,,,,,
27.5,19.4,21.2,967,,,,,
17.5,19.5,20.3,1011,,,,,
21.7,19.5,20.3,1011,,,,,
21.9,19.5,21.2,967,,,,,
23.3,19.5,20.3,1011,,,,,
29.3,19.5,22.4,867,,,,,
20.3,19.6,21.2,967,,,,,
21.2,19.6,20.3,1011,,,,,
22.9,19.6,21.2,967,,,,,
25.2,19.6,22.4,867,,,,,
21.1,19.7,21.2,967,,,,,
23,19.7,21.2,967,,,,,
28.7,19.7,21.2,967,,,,,
31,19.7,21.5,1667,,,,,
20.6,19.8,17.7,2278,,,,,
24.9,19.8,21.2,967,,,,,
29.1,19.8,20.3,1011,,,,,
29.3,19.8,21.2,967,,,,,
22.6,19.9,21.2,967,,,,,
25.6,19.9,19.6,789,,,,,
28.3,19.9,20.3,1011,,,,,
23,20,21.2,967,,,,,
23.8,20,20.3,1011,,,,,
25.9,20.1,19.6,789,,,,,
27.4,20.2,21.2,967,,,,,
23.3,20.3,21.2,967,,,,,
25.8,20.3,21.2,967,,,,,
26.8,20.4,21.2,967,,,,,
28.2,20.4,21.2,967,,,,,
25,20.5,21.5,1667,,,,,
24.7,20.6,18.8,1233,,,,,
26.8,20.6,20.3,1011,,,,,
23.8,20.7,21.5,1667,,,,,
26.4,20.7,21.2,967,,,,,
30.4,20.7,22.4,867,,,,,
30.6,20.7,19.6,789,,,mean,13.56409266,10.3409876
25.2,20.8,21.2,967,,,max,37.9,23.6
25,20.9,21.2,967,,,min,2.1,1.4
17.5,21.1,20.3,1011,,,sd,6.19522543,4.3473107
20.8,21.2,22.4,867,,,,,
17.4,21.3,22.4,867,,,,,
23.3,22,22.4,867,,,,,
29.4,22.4,22.4,867,,,,,
33.5,22.6,20.5,722,,,,,
32.3,22.9,22.4,867,,,,,
25.2,23,21.2,967,,,,,
30.7,23.6,22.4,867,,,,,
6.19522543,4.3473107,,,,,,,
