d,h,hdo,den,s1,s2,sp,,,,
4.6,4.3,11.8,1600,0,1,birch,,,,
4.7,4.3,11.8,1600,0,1,birch,,,,
5.2,4.3,11.8,1600,0,1,birch,,,,
3.1,4.4,11.8,1600,0,1,birch,,,,
3.6,4.4,11.8,1600,0,1,birch,,,,
3.6,4.4,11.8,1600,0,1,birch,,,,
3.9,4.4,11.8,1600,0,1,birch,,,,
4.9,4.4,11.8,1600,0,1,birch,,,,
4.9,4.4,11.8,1600,0,1,birch,,,,
5.2,4.4,11.8,1600,0,1,birch,,,,
2.8,4.5,11.8,1600,0,1,birch,,,,
4.2,4.5,11.8,1600,0,1,birch,,,,
5.3,4.5,11.8,1600,0,1,birch,,,,
3.5,4.6,11.8,1600,0,1,birch,,,,
3.5,4.6,11.8,1600,0,1,birch,,,,
4.8,4.6,11.8,1600,0,1,birch,,,,
5.5,4.6,11.8,1600,0,1,birch,,,,
5.6,4.6,11.8,1600,0,1,birch,,,,
6.2,4.6,11.8,1600,0,1,birch,,,,
3,4.7,11.8,1600,0,1,birch,,,,
3.4,4.7,11.8,1600,0,1,birch,,,,
4,4.7,11.8,1600,0,1,birch,,,,
4.8,4.7,11.8,1600,0,1,birch,,,,
3.2,4.8,11.8,1600,0,1,birch,,,,
3.4,4.8,11.8,1600,0,1,birch,,,,
3.8,4.8,11.8,1600,0,1,birch,,,,
4,4.8,11.8,1600,0,1,birch,,,,
4.3,4.8,11.8,1600,0,1,birch,,,,
4.5,4.8,11.8,1600,0,1,birch,,,,
5.9,4.8,11.8,1600,0,1,birch,,,,
6.4,4.8,11.8,1600,0,1,birch,,,,
6.5,4.8,11.8,1600,0,1,birch,,,,
4.7,4.9,11.8,1600,0,1,birch,,,,
4,5,11.8,1600,0,1,birch,,,,
5.2,5,11.8,1600,0,1,birch,,,,
7.6,5,11.8,1600,0,1,birch,,,,
3.1,5.1,11.8,1600,0,1,birch,,,,
3.6,5.1,11.8,1600,0,1,birch,,,,
5.2,5.1,11.8,1600,0,1,birch,,,,
5.4,5.1,11.8,1600,0,1,birch,,,,
3.9,5.2,11.8,1600,0,1,birch,,,,
4.7,5.2,11.8,1600,0,1,birch,,,,
5.3,5.2,11.8,1600,0,1,birch,,,,
5.3,5.2,11.8,1600,0,1,birch,,,,
5.8,5.2,11.8,1600,0,1,birch,,,,
6.2,5.2,11.8,1600,0,1,birch,,,,
6.5,5.2,11.8,1600,0,1,birch,,,,
7.4,5.2,11.8,1600,0,1,birch,,,,
11.3,5.3,11.8,1600,0,1,birch,,,,
3.2,5.4,11.8,1600,0,1,birch,,,,
4.2,5.4,11.8,1600,0,1,birch,,,,
4.4,5.4,11.8,1600,0,1,birch,,,,
4.8,5.4,11.8,1600,0,1,birch,,,,
5,5.4,11.8,1600,0,1,birch,,,,
5.2,5.4,11.8,1600,0,1,birch,,,,
4.2,5.5,11.8,1600,0,1,birch,,,,
4.6,5.6,11.8,1600,0,1,birch,,,,
5.3,5.6,11.8,1600,0,1,birch,,,,
6.4,5.6,11.8,1600,0,1,birch,,,,
6.8,5.6,11.8,1600,0,1,birch,,,,
7.7,5.6,11.8,1600,0,1,birch,,,,
4.7,5.7,11.8,1600,0,1,birch,,,,
6.8,5.7,11.8,1600,0,1,birch,,,,
4.2,5.8,11.8,1600,0,1,birch,,,,
5,5.8,11.8,1600,0,1,birch,,,,
6.4,5.8,11.8,1600,0,1,birch,,,,
8.4,5.8,11.8,1600,0,1,birch,,,,
7.3,5.9,11.8,1600,0,1,birch,,,,
11.1,6.1,11.8,1600,0,1,birch,,,,
5.6,6.2,11.8,1600,0,1,birch,,,,
6.5,6.2,11.8,1600,0,1,birch,,,,
6.9,6.2,11.8,1600,0,1,birch,,,,
8.8,6.2,11.8,1600,0,1,birch,,,,
8.3,6.3,11.8,1600,0,1,birch,,,,
10.2,6.3,11.8,1600,0,1,birch,,,,
11,6.4,11.8,1600,0,1,birch,,,,
3.7,6.5,11.8,1600,0,1,birch,,,,
5.2,6.5,11.8,1600,0,1,birch,,,,
9.6,6.5,11.8,1600,0,1,birch,,,,
6.4,6.7,11.8,1600,0,1,birch,,,,
6.4,6.8,11.8,1600,0,1,birch,,,,
8.2,6.9,11.8,1600,0,1,birch,,,,
4.1,7,11.8,1600,0,1,birch,,,,
4.8,7.2,11.8,1600,0,1,birch,,,,
8.8,7.4,11.8,1600,0,1,birch,,,,
5.8,7.6,11.8,1600,0,1,birch,,,,
6.8,7.7,11.8,1600,0,1,birch,,,,
20.4,7.7,11.8,1600,0,1,birch,,,,
4,7.8,11.8,1600,0,1,birch,,,,
6.2,8,11.8,1600,0,1,birch,,,,
7.2,8.6,11.8,1600,0,1,birch,,,,
11,9.1,11.8,1600,0,1,birch,,,,
6.7,9.8,11.8,1600,0,1,birch,,,,
6.2,10.2,11.8,1600,0,1,birch,,,,
12.9,10.4,11.8,1600,0,1,birch,,,,
12.5,11.7,11.8,1600,0,1,birch,,,,
37,14.8,11.8,1600,0,1,birch,,,,
28,16.8,11.8,1600,0,1,birch,,,,
2.9,3,9.7,1644,0,1,birch,,,,
3.9,3,9.7,1644,0,1,birch,,,,
3.1,3.3,9.7,1644,0,1,birch,,,,
2.6,3.4,9.7,1644,0,1,birch,,,,
3.6,3.4,9.7,1644,0,1,birch,,,,
5.6,3.4,9.7,1644,0,1,birch,,,,
2.7,3.6,9.7,1644,0,1,birch,,,,
3.6,3.6,9.7,1644,0,1,birch,,,,
7.2,3.6,9.7,1644,0,1,birch,,,,
4.1,3.7,9.7,1644,0,1,birch,,,,
4.1,3.7,9.7,1644,0,1,birch,,,,
2.8,3.9,9.7,1644,0,1,birch,,,,
3.2,3.9,9.7,1644,0,1,birch,,,,
3.7,3.9,9.7,1644,0,1,birch,,,,
3.6,4,9.7,1644,0,1,birch,,,,
3.7,4,9.7,1644,0,1,birch,,,,
4.4,4,9.7,1644,0,1,birch,,,,
3.6,4.1,9.7,1644,0,1,birch,,,,
3.7,4.1,9.7,1644,0,1,birch,,,,
3.7,4.1,9.7,1644,0,1,birch,,,,
3.8,4.1,9.7,1644,0,1,birch,,,,
4.3,4.1,9.7,1644,0,1,birch,,,,
3.5,4.2,9.7,1644,0,1,birch,,,,
3.6,4.2,9.7,1644,0,1,birch,,,,
4.3,4.2,9.7,1644,0,1,birch,,,,
5,4.2,9.7,1644,0,1,birch,,,,
2.9,4.3,9.7,1644,0,1,birch,,,,
3.2,4.3,9.7,1644,0,1,birch,,,,
2.7,4.4,9.7,1644,0,1,birch,,,,
2.9,4.4,9.7,1644,0,1,birch,,,,
3,4.4,9.7,1644,0,1,birch,,,,
3.2,4.4,9.7,1644,0,1,birch,,,,
3.7,4.4,9.7,1644,0,1,birch,,,,
5.6,4.4,9.7,1644,0,1,birch,,,,
3.3,4.5,9.7,1644,0,1,birch,,,,
3.3,4.5,9.7,1644,0,1,birch,,,,
3.3,4.5,9.7,1644,0,1,birch,,,,
3.5,4.5,9.7,1644,0,1,birch,,,,
3.1,4.6,9.7,1644,0,1,birch,,,,
4.5,4.6,9.7,1644,0,1,birch,,,,
5,4.6,9.7,1644,0,1,birch,,,,
5.6,4.6,9.7,1644,0,1,birch,,,,
5.9,4.6,9.7,1644,0,1,birch,,,,
3.6,4.7,9.7,1644,0,1,birch,,,,
4.2,4.7,9.7,1644,0,1,birch,,,,
4.8,4.7,9.7,1644,0,1,birch,,,,
4.5,4.8,9.7,1644,0,1,birch,,,,
4.8,4.8,9.7,1644,0,1,birch,,,,
5.1,4.8,9.7,1644,0,1,birch,,,,
2.8,4.9,9.7,1644,0,1,birch,,,,
3.2,4.9,9.7,1644,0,1,birch,,,,
3.3,4.9,9.7,1644,0,1,birch,,,,
3.2,5,9.7,1644,0,1,birch,,,,
3.9,5,9.7,1644,0,1,birch,,,,
4,5,9.7,1644,0,1,birch,,,,
5.3,5.1,9.7,1644,0,1,birch,,,,
7.9,5.1,9.7,1644,0,1,birch,,,,
3,5.2,9.7,1644,0,1,birch,,,,
4.3,5.2,9.7,1644,0,1,birch,,,,
4.3,5.2,9.7,1644,0,1,birch,,,,
3.8,5.3,9.7,1644,0,1,birch,,,,
3.9,5.3,9.7,1644,0,1,birch,,,,
4,5.3,9.7,1644,0,1,birch,,,,
4,5.3,9.7,1644,0,1,birch,,,,
5,5.3,9.7,1644,0,1,birch,,,,
5.2,5.3,9.7,1644,0,1,birch,,,,
2.9,5.4,9.7,1644,0,1,birch,,,,
4.3,5.4,9.7,1644,0,1,birch,,,,
4.4,5.4,9.7,1644,0,1,birch,,,,
4.5,5.4,9.7,1644,0,1,birch,,,,
6,5.4,9.7,1644,0,1,birch,,,,
5.2,5.5,9.7,1644,0,1,birch,,,,
3.7,5.6,9.7,1644,0,1,birch,,,,
4,5.6,9.7,1644,0,1,birch,,,,
6.9,5.6,9.7,1644,0,1,birch,,,,
6.9,5.6,9.7,1644,0,1,birch,,,,
4.4,5.7,9.7,1644,0,1,birch,,,,
4.4,5.7,9.7,1644,0,1,birch,,,,
5.4,5.7,9.7,1644,0,1,birch,,,,
4.2,5.8,9.7,1644,0,1,birch,,,,
6.3,5.9,9.7,1644,0,1,birch,,,,
11.4,5.9,9.7,1644,0,1,birch,,,,
18.6,10.6,9.7,1644,0,1,birch,,,,
21.5,11.7,9.7,1644,0,1,birch,,,,
37.2,11.7,9.7,1644,0,1,birch,,,,
4.8,2.5,16.6,1656,0,1,birch,,,,
4.2,5.1,16.6,1656,0,1,birch,,,,
7,5.8,16.6,1656,0,1,birch,,,,
7,6.3,16.6,1656,0,1,birch,,,,
7.5,7.2,16.6,1656,0,1,birch,,,,
7.2,8.1,16.6,1656,0,1,birch,,,,
8.6,8.6,16.6,1656,0,1,birch,,,,
18.3,8.7,16.6,1656,0,1,birch,,,,
8.9,8.9,16.6,1656,0,1,birch,,,,
13.4,8.9,16.6,1656,0,1,birch,,,,
6,9.2,16.6,1656,0,1,birch,,,,
9.1,9.7,16.6,1656,0,1,birch,,,,
11.9,9.9,16.6,1656,0,1,birch,,,,
8.6,10,16.6,1656,0,1,birch,,,,
11.8,10.1,16.6,1656,0,1,birch,,,,
10.5,11,16.6,1656,0,1,birch,,,,
13.4,11.1,16.6,1656,0,1,birch,,,,
8.9,11.5,16.6,1656,0,1,birch,,,,
11.6,11.5,16.6,1656,0,1,birch,,,,
15.1,11.6,16.6,1656,0,1,birch,,,,
15.5,11.7,16.6,1656,0,1,birch,,,,
12.8,12.3,16.6,1656,0,1,birch,,,,
15.1,12.3,16.6,1656,0,1,birch,,,,
15.1,12.3,16.6,1656,0,1,birch,,,,
18.5,12.4,16.6,1656,0,1,birch,,,,
14.9,12.5,16.6,1656,0,1,birch,,,,
15.9,12.5,16.6,1656,0,1,birch,,,,
11.7,12.7,16.6,1656,0,1,birch,,,,
16.7,12.7,16.6,1656,0,1,birch,,,,
14.3,12.9,16.6,1656,0,1,birch,,,,
21.4,13.2,16.6,1656,0,1,birch,,,,
10.8,13.3,16.6,1656,0,1,birch,,,,
14,13.4,16.6,1656,0,1,birch,,,,
12,13.5,16.6,1656,0,1,birch,,,,
15.1,13.7,16.6,1656,0,1,birch,,,,
12.1,13.8,16.6,1656,0,1,birch,,,,
13.4,13.8,16.6,1656,0,1,birch,,,,
16.3,13.8,16.6,1656,0,1,birch,,,,
22,13.8,16.6,1656,0,1,birch,,,,
19.3,13.9,16.6,1656,0,1,birch,,,,
9.7,14,16.6,1656,0,1,birch,,,,
14.4,14,16.6,1656,0,1,birch,,,,
19.2,14.1,16.6,1656,0,1,birch,,,,
12.9,14.2,16.6,1656,0,1,birch,,,,
18.9,14.2,16.6,1656,0,1,birch,,,,
13.1,14.3,16.6,1656,0,1,birch,,,,
22.1,14.8,16.6,1656,0,1,birch,,,,
11.9,14.9,16.6,1656,0,1,birch,,,,
16.2,15.3,16.6,1656,0,1,birch,,,,
21.2,15.3,16.6,1656,0,1,birch,,,,
20.3,15.4,16.6,1656,0,1,birch,,,,
19.2,15.5,16.6,1656,0,1,birch,,,,
14.6,16,16.6,1656,0,1,birch,,,,
22.2,16.3,16.6,1656,0,1,birch,,,,
21.2,17.1,16.6,1656,0,1,birch,,,,
4.3,2.7,16.9,1733,0,1,birch,,,,
3.6,2.8,16.9,1733,0,1,birch,,,,
3.5,3.2,16.9,1733,0,1,birch,,,,
3.5,3.5,16.9,1733,0,1,birch,,,,
3.6,3.5,16.9,1733,0,1,birch,,,,
3.5,3.6,16.9,1733,0,1,birch,,,,
5.1,3.8,16.9,1733,0,1,birch,,,,
5.7,4,16.9,1733,0,1,birch,,,,
4.3,4.2,7.2,1733,0,1,birch,,,,
8.2,4.2,16.9,1733,0,1,birch,,,,
3.5,4.4,7.2,1733,0,1,birch,,,,
4.8,4.7,7.2,1733,0,1,birch,,,,
9,4.7,7.2,1733,0,1,birch,,,,
5.4,4.8,16.9,1733,0,1,birch,,,,
6.5,4.9,7.2,1733,0,1,birch,,,,
9.5,4.9,16.9,1733,0,1,birch,,,,
4,5,16.9,1733,0,1,birch,,,,
6,5,7.2,1733,0,1,birch,,,,
4,5.2,7.2,1733,0,1,birch,,,,
6.1,5.2,16.9,1733,0,1,birch,,,,
6.5,5.3,16.9,1733,0,1,birch,,,,
5.1,5.4,7.2,1733,0,1,birch,,,,
5.8,5.6,7.2,1733,0,1,birch,,,,
19,5.7,7.2,1733,0,1,birch,,,,
7,5.9,16.9,1733,0,1,birch,,,,
7.1,5.9,7.2,1733,0,1,birch,,,,
10.9,6,16.9,1733,0,1,birch,,,,
12.7,6,7.2,1733,0,1,birch,,,,
7.8,6.1,16.9,1733,0,1,birch,,,,
10.9,6.4,16.9,1733,0,1,birch,,,,
12.9,6.4,16.9,1733,0,1,birch,,,,
7.6,6.6,16.9,1733,0,1,birch,,,,
12.8,6.6,16.9,1733,0,1,birch,,,,
11.6,6.7,16.9,1733,0,1,birch,,,,
12.6,6.7,7.2,1733,0,1,birch,,,,
5.9,6.8,16.9,1733,0,1,birch,,,,
9.7,6.9,16.9,1733,0,1,birch,,,,
5.3,7.3,16.9,1733,0,1,birch,,,,
10.6,7.3,16.9,1733,0,1,birch,,,,
5.6,7.6,16.9,1733,0,1,birch,,,,
8.6,7.6,16.9,1733,0,1,birch,,,,
6.2,7.7,16.9,1733,0,1,birch,,,,
11.1,8.1,16.9,1733,0,1,birch,,,,
8.6,8.3,16.9,1733,0,1,birch,,,,
11.9,8.3,16.9,1733,0,1,birch,,,,
12.2,8.3,16.9,1733,0,1,birch,,,,
8.8,8.4,16.9,1733,0,1,birch,,,,
14.1,8.5,16.9,1733,0,1,birch,,,,
20.7,8.5,16.9,1733,0,1,birch,,,,
12.2,8.7,16.9,1733,0,1,birch,,,,
8.1,8.8,16.9,1733,0,1,birch,,,,
9.1,8.9,16.9,1733,0,1,birch,,,,
10.5,8.9,16.9,1733,0,1,birch,,,,
13.5,8.9,16.9,1733,0,1,birch,,,,
9,9,16.9,1733,0,1,birch,,,,
12.4,9,16.9,1733,0,1,birch,,,,
7.1,9.2,16.9,1733,0,1,birch,,,,
14.2,9.2,16.9,1733,0,1,birch,,,,
20.8,9.2,16.9,1733,0,1,birch,,,,
7.5,9.3,16.9,1733,0,1,birch,,,,
10,9.3,16.9,1733,0,1,birch,,,,
11.6,9.3,16.9,1733,0,1,birch,,,,
13.6,9.3,16.9,1733,0,1,birch,,,,
10.7,9.4,16.9,1733,0,1,birch,,,,
12.3,9.4,16.9,1733,0,1,birch,,,,
14.1,9.4,16.9,1733,0,1,birch,,,,
9.6,9.5,16.9,1733,0,1,birch,,,,
12.7,9.5,16.9,1733,0,1,birch,,,,
15.6,9.7,16.9,1733,0,1,birch,,,,
11,9.8,16.9,1733,0,1,birch,,,,
12,9.8,16.9,1733,0,1,birch,,,,
12.2,9.8,16.9,1733,0,1,birch,,,,
12.2,9.8,16.9,1733,0,1,birch,,,,
12.8,9.8,16.9,1733,0,1,birch,,,,
13.4,9.8,16.9,1733,0,1,birch,,,,
14.4,9.8,16.9,1733,0,1,birch,,,,
17.3,9.8,16.9,1733,0,1,birch,,,,
5.9,9.9,16.9,1733,0,1,birch,,,,
14.5,9.9,16.9,1733,0,1,birch,,,,
15.4,9.9,16.9,1733,0,1,birch,,,,
12.8,10,16.9,1733,0,1,birch,,,,
19.2,10,16.9,1733,0,1,birch,,,,
6.5,10.1,16.9,1733,0,1,birch,,,,
10.8,10.1,16.9,1733,0,1,birch,,,,
15.3,10.1,16.9,1733,0,1,birch,,,,
10.2,10.2,16.9,1733,0,1,birch,,,,
10.6,10.2,16.9,1733,0,1,birch,,,,
5.9,10.3,16.9,1733,0,1,birch,,,,
8.5,10.3,16.9,1733,0,1,birch,,,,
11,10.3,16.9,1733,0,1,birch,,,,
16.3,10.3,16.9,1733,0,1,birch,,,,
14.2,10.4,16.9,1733,0,1,birch,,,,
10.8,10.5,16.9,1733,0,1,birch,,,,
14.3,10.5,16.9,1733,0,1,birch,,,,
16.3,10.5,16.9,1733,0,1,birch,,,,
11.6,10.6,16.9,1733,0,1,birch,,,,
14.2,10.6,16.9,1733,0,1,birch,,,,
19.5,10.6,16.9,1733,0,1,birch,,,,
6.4,10.9,16.9,1733,0,1,birch,,,,
6.9,10.9,16.9,1733,0,1,birch,,,,
9.4,10.9,16.9,1733,0,1,birch,,,,
15.6,10.9,16.9,1733,0,1,birch,,,,
15.7,11,16.9,1733,0,1,birch,,,,
12.5,11.1,16.9,1733,0,1,birch,,,,
13.6,11.1,16.9,1733,0,1,birch,,,,
12.4,11.2,16.9,1733,0,1,birch,,,,
21.1,11.2,16.9,1733,0,1,birch,,,,
13.6,11.3,16.9,1733,0,1,birch,,,,
5.2,11.5,16.9,1733,0,1,birch,,,,
16.1,11.6,16.9,1733,0,1,birch,,,,
18.6,11.6,16.9,1733,0,1,birch,,,,
20.2,11.6,16.9,1733,0,1,birch,,,,
21.8,11.6,16.9,1733,0,1,birch,,,,
16.3,11.7,16.9,1733,0,1,birch,,,,
19.1,11.7,16.9,1733,0,1,birch,,,,
8.4,11.9,16.9,1733,0,1,birch,,,,
17.7,11.9,16.9,1733,0,1,birch,,,,
12.1,12,16.9,1733,0,1,birch,,,,
13.1,12,16.9,1733,0,1,birch,,,,
13.9,12,16.9,1733,0,1,birch,,,,
13.2,12.2,16.9,1733,0,1,birch,,,,
15.6,12.2,16.9,1733,0,1,birch,,,,
17.6,12.2,16.9,1733,0,1,birch,,,,
8.5,12.5,16.9,1733,0,1,birch,,,,
13.4,12.5,16.9,1733,0,1,birch,,,,
15.2,12.5,16.9,1733,0,1,birch,,,,
17.6,12.5,16.9,1733,0,1,birch,,,,
9.7,12.6,16.9,1733,0,1,birch,,,,
14.4,12.6,16.9,1733,0,1,birch,,,,
20.9,12.6,16.9,1733,0,1,birch,,,,
11.8,12.8,16.9,1733,0,1,birch,,,,
15,12.8,16.9,1733,0,1,birch,,,,
11.2,12.9,16.9,1733,0,1,birch,,,,
13.4,12.9,16.9,1733,0,1,birch,,,,
20.7,12.9,16.9,1733,0,1,birch,,,,
11.5,13.2,16.9,1733,0,1,birch,,,,
13.1,13.2,16.9,1733,0,1,birch,,,,
15.3,13.2,16.9,1733,0,1,birch,,,,
17,13.2,16.9,1733,0,1,birch,,,,
9.9,13.4,16.9,1733,0,1,birch,,,,
13.7,13.4,16.9,1733,0,1,birch,,,,
22.6,13.4,16.9,1733,0,1,birch,,,,
10,13.5,16.9,1733,0,1,birch,,,,
11.2,13.5,16.9,1733,0,1,birch,,,,
15.2,13.5,16.9,1733,0,1,birch,,,,
15.4,13.5,16.9,1733,0,1,birch,,,,
22.5,13.5,16.9,1733,0,1,birch,,,,
15.6,13.6,16.9,1733,0,1,birch,,,,
20.2,13.7,16.9,1733,0,1,birch,,,,
6.5,13.9,16.9,1733,0,1,birch,,,,
14.8,14.3,16.9,1733,0,1,birch,,,,
15.6,14.3,16.9,1733,0,1,birch,,,,
8.9,14.4,16.9,1733,0,1,birch,,,,
20.1,14.4,16.9,1733,0,1,birch,,,,
13.4,14.8,16.9,1733,0,1,birch,,,,
12.1,14.9,16.9,1733,0,1,birch,,,,
17.6,15.4,16.9,1733,0,1,birch,,,,
18.8,16,16.9,1733,0,1,birch,,,,
6.4,3.9,17.2,1778,0,1,birch,,,,
3.8,4.2,17.2,1778,0,1,birch,,,,
4.8,4.3,17.2,1778,0,1,birch,,,,
3.7,5.4,17.2,1778,0,1,birch,,,,
8.7,6.1,17.2,1778,0,1,birch,,,,
6.7,6.4,17.2,1778,0,1,birch,,,,
13.3,6.4,17.2,1778,0,1,birch,,,,
8.3,6.7,17.2,1778,0,1,birch,,,,
6,6.8,17.2,1778,0,1,birch,,,,
10.6,6.8,17.2,1778,0,1,birch,,,,
12.8,7,17.2,1778,0,1,birch,,,,
5.2,7.2,17.2,1778,0,1,birch,,,,
6,7.4,17.2,1778,0,1,birch,,,,
7.2,7.4,17.2,1778,0,1,birch,,,,
9.4,7.4,17.2,1778,0,1,birch,,,,
8.5,7.5,17.2,1778,0,1,birch,,,,
6.2,7.8,17.2,1778,0,1,birch,,,,
7,8,17.2,1778,0,1,birch,,,,
8.6,8,17.2,1778,0,1,birch,,,,
12.3,8,17.2,1778,0,1,birch,,,,
7.6,8.3,17.2,1778,0,1,birch,,,,
6.6,8.4,17.2,1778,0,1,birch,,,,
7.1,8.4,17.2,1778,0,1,birch,,,,
9.5,8.4,17.2,1778,0,1,birch,,,,
10.5,8.4,17.2,1778,0,1,birch,,,,
6,8.6,17.2,1778,0,1,birch,,,,
6.5,8.8,17.2,1778,0,1,birch,,,,
13.9,8.8,17.2,1778,0,1,birch,,,,
9.7,9,17.2,1778,0,1,birch,,,,
9.9,9,17.2,1778,0,1,birch,,,,
12.5,9,17.2,1778,0,1,birch,,,,
15.2,9,17.2,1778,0,1,birch,,,,
12.7,9.2,17.2,1778,0,1,birch,,,,
12.6,9.3,17.2,1778,0,1,birch,,,,
7.8,9.4,17.2,1778,0,1,birch,,,,
6.9,9.8,17.2,1778,0,1,birch,,,,
11.6,9.8,17.2,1778,0,1,birch,,,,
10.1,9.9,17.2,1778,0,1,birch,,,,
9,10,17.2,1778,0,1,birch,,,,
13.7,10,17.2,1778,0,1,birch,,,,
14.6,10,17.2,1778,0,1,birch,,,,
8.5,10.1,17.2,1778,0,1,birch,,,,
9,10.2,17.2,1778,0,1,birch,,,,
10.9,10.2,17.2,1778,0,1,birch,,,,
15.6,10.3,17.2,1778,0,1,birch,,,,
7,10.4,17.2,1778,0,1,birch,,,,
8.6,10.4,17.2,1778,0,1,birch,,,,
10.8,10.5,17.2,1778,0,1,birch,,,,
15.4,10.6,17.2,1778,0,1,birch,,,,
10.9,10.7,17.2,1778,0,1,birch,,,,
13.2,10.7,17.2,1778,0,1,birch,,,,
13.8,10.9,17.2,1778,0,1,birch,,,,
10.8,11.1,17.2,1778,0,1,birch,,,,
19.4,11.1,17.2,1778,0,1,birch,,,,
7.8,11.3,17.2,1778,0,1,birch,,,,
15.9,11.3,17.2,1778,0,1,birch,,,,
17.7,11.3,17.2,1778,0,1,birch,,,,
14.1,11.4,17.2,1778,0,1,birch,,,,
14.8,11.4,17.2,1778,0,1,birch,,,,
17.3,11.4,17.2,1778,0,1,birch,,,,
11,11.5,17.2,1778,0,1,birch,,,,
16,11.6,17.2,1778,0,1,birch,,,,
6.9,11.7,17.2,1778,0,1,birch,,,,
7.5,11.7,17.2,1778,0,1,birch,,,,
7.6,11.7,17.2,1778,0,1,birch,,,,
8.6,11.7,17.2,1778,0,1,birch,,,,
14.1,11.7,17.2,1778,0,1,birch,,,,
16.6,11.7,17.2,1778,0,1,birch,,,,
11.9,12,17.2,1778,0,1,birch,,,,
12.9,12.1,17.2,1778,0,1,birch,,,,
13,12.1,17.2,1778,0,1,birch,,,,
14.1,12.2,17.2,1778,0,1,birch,,,,
5.9,12.3,17.2,1778,0,1,birch,,,,
10.3,12.3,17.2,1778,0,1,birch,,,,
10.6,12.3,17.2,1778,0,1,birch,,,,
14.1,12.3,17.2,1778,0,1,birch,,,,
15.3,12.3,17.2,1778,0,1,birch,,,,
15.6,12.3,17.2,1778,0,1,birch,,,,
15.9,12.3,17.2,1778,0,1,birch,,,,
16.5,12.3,17.2,1778,0,1,birch,,,,
17.3,12.3,17.2,1778,0,1,birch,,,,
13.2,12.4,17.2,1778,0,1,birch,,,,
13.5,12.4,17.2,1778,0,1,birch,,,,
15.6,12.5,17.2,1778,0,1,birch,,,,
11,12.6,17.2,1778,0,1,birch,,,,
18.7,12.7,17.2,1778,0,1,birch,,,,
9,12.8,17.2,1778,0,1,birch,,,,
19.6,12.8,17.2,1778,0,1,birch,,,,
18.6,13.2,17.2,1778,0,1,birch,,,,
21,13.2,17.2,1778,0,1,birch,,,,
9.5,13.3,17.2,1778,0,1,birch,,,,
10.5,13.4,17.2,1778,0,1,birch,,,,
15.4,13.4,17.2,1778,0,1,birch,,,,
10.2,13.6,17.2,1778,0,1,birch,,,,
16.8,13.6,17.2,1778,0,1,birch,,,,
22.3,13.6,17.2,1778,0,1,birch,,,,
12,13.7,17.2,1778,0,1,birch,,,,
15.8,13.7,17.2,1778,0,1,birch,,,,
18.8,13.7,17.2,1778,0,1,birch,,,,
12.4,13.9,17.2,1778,0,1,birch,,,,
15.2,13.9,17.2,1778,0,1,birch,,,,
8.9,14,17.2,1778,0,1,birch,,,,
10.7,14,17.2,1778,0,1,birch,,,,
14.2,14,17.2,1778,0,1,birch,,,,
11.4,14.1,17.2,1778,0,1,birch,,,,
16.4,14.4,17.2,1778,0,1,birch,,,,
11.9,14.5,17.2,1778,0,1,birch,,,,
13.3,14.5,17.2,1778,0,1,birch,,,,
9.5,14.7,17.2,1778,0,1,birch,,,,
13.3,14.7,17.2,1778,0,1,birch,,,,
19.9,14.7,17.2,1778,0,1,birch,,,,
15.3,14.9,17.2,1778,0,1,birch,,,,
12.3,15,17.2,1778,0,1,birch,,,,
13.3,15,17.2,1778,0,1,birch,,,,
9.8,15.2,17.2,1778,0,1,birch,,,,
8.8,15.4,17.2,1778,0,1,birch,,,,
11.4,15.4,17.2,1778,0,1,birch,,,,
12.2,15.4,17.2,1778,0,1,birch,,,,
16.2,15.4,17.2,1778,0,1,birch,,,,
14.7,15.5,17.2,1778,0,1,birch,,,,
16,15.5,17.2,1778,0,1,birch,,,,
9,15.6,17.2,1778,0,1,birch,,,,
11.6,15.6,17.2,1778,0,1,birch,,,,
13.7,15.6,17.2,1778,0,1,birch,,,,
14.7,15.7,17.2,1778,0,1,birch,,,,
12.6,15.8,17.2,1778,0,1,birch,,,,
15.9,15.8,17.2,1778,0,1,birch,,,,
10.8,15.9,17.2,1778,0,1,birch,,,,
12.6,15.9,17.2,1778,0,1,birch,,,,
15.1,15.9,17.2,1778,0,1,birch,,,,
11.7,16,17.2,1778,0,1,birch,,,,
11.3,16.2,17.2,1778,0,1,birch,,,,
14.3,16.4,17.2,1778,0,1,birch,,,,
17.5,16.5,17.2,1778,0,1,birch,,,,
13.2,16.6,17.2,1778,0,1,birch,,,,
13.2,17,17.2,1778,0,1,birch,,,,
17.3,18.2,17.2,1778,0,1,birch,,,,
4.8,3,16.4,1844,0,1,birch,,,,
9.8,4.1,16.4,1844,0,1,birch,,,,
5.1,4.2,16.4,1844,0,1,birch,,,,
6.9,4.6,16.4,1844,0,1,birch,,,,
5.3,4.8,16.4,1844,0,1,birch,,,,
8.3,5.2,16.4,1844,0,1,birch,,,,
6.4,5.5,16.4,1844,0,1,birch,,,,
6.3,5.7,16.4,1844,0,1,birch,,,,
6.3,5.7,16.4,1844,0,1,birch,,,,
6.6,5.9,16.4,1844,0,1,birch,,,,
6.2,6.1,16.4,1844,0,1,birch,,,,
6.6,6.5,16.4,1844,0,1,birch,,,,
