"CW","D","SD","CLR","plot"
3.7,13.6,800,0.49,"47"
2.65,10.1,800,0.49,"47"
6.15,20.6,800,0.79,"47"
4.45,21.2,800,0.71,"47"
4.55,15.5,800,0.72,"47"
2.5,8.6,800,0.46,"47"
4.05,14.2,800,0.78,"47"
5.6,17.7,800,0.8,"47"
4.1,19.2,800,0.81,"47"
5.4,19.8,800,0.6,"47"
3.5,9.3,800,0.34,"47"
3.65,14.5,800,0.52,"47"
5.8,20.4,800,0.79,"47"
4.9,17.3,800,0.78,"47"
6.4,23.8,800,0.74,"47"
2.95,7.9,800,0.67,"47"
5.25,14,800,0.74,"47"
3.95,15.3,800,0.64,"47"
4.05,17.7,800,0.57,"47"
2.7,11.2,800,0.69,"47"
5.95,23.1,800,0.62,"47"
6.65,23.2,800,0.76,"47"
5.05,22.7,800,0.66,"47"
4.05,11.9,800,0.6,"47"
4.45,13.8,800,0.65,"47"
7.15,29.6,800,0.68,"47"
3.85,11.5,800,0.61,"47"
4.55,12,800,0.66,"47"
6.2,18.2,800,0.76,"47"
5.2,19.1,800,0.67,"47"
7.95,23.5,800,0.8,"47"
2.3,7.9,800,0.68,"47"
3.4,15.6,800,0.4,"47"
6.3,20.5,800,0.64,"47"
4.55,11.3,800,0.55,"47"
5.2,17.1,800,0.61,"47"
5.3,16.1,800,0.47,"47"
2.95,6.8,800,0.61,"47"
4.9,18.2,800,0.81,"47"
4.4,10.9,800,0.44,"47"
4.65,18.4,800,0.58,"47"
4.65,19.1,800,0.66,"47"
5.35,22.6,800,0.84,"47"
4.8,10.6,800,0.55,"47"
6.15,22.1,800,0.72,"47"
5,19.5,800,0.83,"47"
3.95,15.1,800,0.7,"47"
4.3,13.2,800,0.67,"47"
6.25,23.3,800,0.69,"47"
3.95,18.2,600,0.73,"48"
2,7.4,600,0.66,"48"
2.55,13.9,600,0.64,"48"
3.2,21.7,600,0.43,"48"
4.5,25.6,600,0.69,"48"
3.55,12.8,600,0.65,"48"
4,25.2,600,0.65,"48"
3.75,13.4,600,0.59,"48"
3.9,21,600,0.57,"48"
5.3,24.1,600,0.71,"48"
5.05,18.5,600,0.7,"48"
4.25,25.8,600,0.75,"48"
6.3,22,600,0.83,"48"
4.9,22.9,600,0.68,"48"
4.65,18.2,600,0.67,"48"
2.4,9,600,0.64,"48"
3.3,7.2,600,0.61,"48"
2.8,8.3,600,0.59,"48"
6.75,26.7,600,0.61,"48"
4.3,20,600,0.74,"48"
4.95,19.1,600,0.72,"48"
4.3,30.9,600,0.79,"48"
5.4,24.2,600,0.73,"48"
4.85,14.7,600,0.7,"48"
5.05,28.8,600,0.7,"48"
4.55,22.2,600,0.59,"48"
3.35,18.7,600,0.5,"48"
3.7,15,600,0.6,"48"
2.75,6.3,600,0.67,"48"
4.35,16.1,600,0.45,"48"
4.1,15.3,600,0.65,"48"
4.3,17.6,600,0.77,"48"
3.7,20.2,600,0.73,"48"
4.35,20.1,600,0.53,"48"
3.15,7.5,600,0.46,"48"
3.3,8.8,600,0.72,"48"
4.9,21.7,600,0.54,"48"
4.9,26.1,600,0.8,"48"
4.5,25.8,600,0.61,"48"
2.9,5.8,600,0.56,"48"
3.15,7.8,600,0.62,"48"
4.7,19.1,600,0.6,"48"
4.05,21.4,600,0.57,"48"
4.65,26.2,600,0.67,"48"
3.95,26.3,600,0.52,"48"
3.9,17.9,600,0.38,"48"
4.15,23.6,600,0.47,"48"
6.05,23.4,600,0.83,"48"
4.85,16.8,600,0.69,"48"
5.6,21.1,600,0.77,"48"
6.2,19.8,600,0.77,"48"
5.4,17.1,600,0.74,"48"
5.2,16.4,600,0.75,"48"
1.45,14.3,644,0.66,"49"
3.7,20.9,644,0.81,"49"
2.6,11.6,644,0.71,"49"
3.55,6.8,644,0.65,"49"
4.45,20.1,644,0.46,"49"
5.65,17.3,644,0.82,"49"
3.65,8.6,644,0.64,"49"
3.9,9.6,644,0.81,"49"
5.05,21.7,644,0.64,"49"
3,19.9,644,0.79,"49"
2.3,8.6,644,0.62,"49"
5.7,26,644,0.69,"49"
5.85,20.2,644,0.73,"49"
2.45,8.1,644,0.64,"49"
2.85,9,644,0.55,"49"
3.5,18.5,644,0.79,"49"
7.55,31.9,644,0.79,"49"
6.25,17.1,644,0.51,"49"
5.8,12.6,644,0.64,"49"
2.65,13.1,644,0.58,"49"
3.6,16.2,644,0.61,"49"
3.4,15.6,644,0.49,"49"
2.6,5.3,644,0.65,"49"
5.25,10,644,0.61,"49"
6.75,23.3,644,0.83,"49"
5.35,25.6,644,0.78,"49"
3.685,19.5,644,0.47,"49"
3.75,11.7,644,0.37,"49"
3.9,9.1,644,0.59,"49"
5.4,13.5,644,0.46,"49"
3.725,10.5,644,0.24,"49"
4.57,8.6,644,0.42,"49"
7.235,28.6,644,0.71,"49"
6.195,14.1,644,0.3,"49"
6.04,28,644,0.7,"49"
5.88,23.8,644,0.65,"49"
3.9,15,644,0.7,"49"
3.15,13.4,644,0.71,"49"
6.05,28.7,644,0.55,"49"
6.52,30.7,644,0.41,"49"
3.73,11.8,644,0.5,"49"
2.915,9.3,644,0.71,"49"
5.4,16.6,644,0.37,"49"
5,8.1,644,0.75,"49"
3.375,11.2,644,0.68,"49"
5.63,25.5,644,0.75,"49"
6.4,19.1,644,0.7,"49"
5.245,27.8,644,0.68,"49"
4.85,18.5,644,0.79,"49"
4.95,20.3,644,0.79,"49"
2.15,5.7,644,0.67,"49"
4.95,14.8,644,0.78,"49"
5.9,22.3,644,0.76,"49"
7.2,27.1,644,0.92,"49"
3.5,6.4,644,0.57,"49"
4.95,18,744,0.5,"50"
3.95,18.1,744,0.56,"50"
3.35,12.2,744,0.46,"50"
2.5,19.4,744,0.64,"50"
4.25,18.3,744,0.52,"50"
4.5,34,744,0.61,"50"
2.65,16.4,744,0.57,"50"
2.65,4.7,744,0.72,"50"
3.5,15.2,744,0.51,"50"
3.55,5.9,744,0.51,"50"
3.65,23.9,744,0.63,"50"
2.6,23.7,744,0.56,"50"
4.65,24.2,744,0.48,"50"
4.75,25.4,744,0.56,"50"
3.95,21.7,744,0.63,"50"
2.85,7.2,744,0.49,"50"
2.5,4.8,744,0.52,"50"
3.35,19.5,744,0.49,"50"
3.85,22.8,744,0.53,"50"
2.8,25.3,744,0.51,"50"
3.75,19.7,744,0.19,"50"
3.25,15.2,744,0.52,"50"
3,13.1,744,0.48,"50"
2.7,8.3,744,0.79,"50"
3.9,21.1,744,0.42,"50"
2.3,6.2,744,0.56,"50"
4.05,21.3,744,0.55,"50"
4,11.8,744,0.27,"50"
4.45,28.4,744,0.51,"50"
4.1,26.3,744,0.58,"50"
3.8,11.4,744,0.53,"50"
3.15,10.3,744,0.48,"50"
3.9,16.2,744,0.67,"50"
2.85,5.6,744,0.31,"50"
3.25,15.4,744,0.6,"50"
3,19.4,744,0.69,"50"
3.2,8.1,744,0.55,"50"
2.5,7.5,744,0.48,"50"
2.8,11.2,744,0.5,"50"
3.05,13.1,744,0.45,"50"
4.9,18.4,744,0.3,"50"
5.45,22,744,0.68,"50"
4.55,22.7,744,0.87,"50"
5.95,27.7,744,0.73,"50"
2.1,6.9,744,0.56,"50"
1.7,3.9,744,0.47,"50"
2.1,3.1,744,0.5,"50"
2.35,4.1,744,0.52,"50"
2.55,2.9,744,0.52,"50"
6.7,24.4,744,0.55,"50"
5.55,13.9,744,0.46,"50"
4.85,21.7,744,0.58,"50"
4.85,25.7,744,0.52,"50"
3.1,9.8,744,0.45,"50"
5.25,23.9,744,0.74,"50"
1.95,5.2,744,0.59,"50"
2.35,9.8,744,0.4,"50"
4.85,20.6,911,0.55,"51"
4.95,22.8,911,0.54,"51"
4.85,16.8,911,0.47,"51"
1.5,5.5,911,0.86,"51"
5.15,22.1,911,0.52,"51"
1.7,10.2,911,0.5,"51"
2.3,8,911,0.56,"51"
4.45,24.2,911,0.71,"51"
2.85,5.7,911,0.5,"51"
5.5,24,911,0.7,"51"
4.45,14.3,911,0.84,"51"
6.95,29.3,911,0.55,"51"
6.65,30,911,0.6,"51"
3.8,15.1,911,0.48,"51"
2.75,15.1,911,0.43,"51"
4.3,12.8,911,0.48,"51"
5.1,25.2,911,0.65,"51"
1.55,13.4,911,0.61,"51"
3.8,12.8,911,0.58,"51"
2.45,10.5,911,0.48,"51"
3.25,15.1,911,0.49,"51"
4.1,13,911,0.57,"51"
2.95,6.8,911,0.48,"51"
2.35,7.2,911,0.59,"51"
4.65,7.4,911,0.41,"51"
5,16.1,911,0.47,"51"
4.85,18.5,911,0.63,"51"
3.55,9.5,911,0.61,"51"
4.2,13.7,911,0.66,"51"
1.7,3.6,911,0.29,"51"
2.5,4.4,911,0.58,"51"
2.6,4,911,0.62,"51"
2.95,6.4,911,0.59,"51"
2.25,4.3,911,0.44,"51"
2.5,6.2,911,0.47,"51"
5.25,17.3,911,0.68,"51"
6.55,20.4,911,0.65,"51"
4.1,21.8,911,0.71,"51"
4.65,7.2,911,0.57,"51"
3.15,7.5,911,0.6,"51"
2.55,10,911,0.63,"51"
6.7,21.9,911,0.77,"51"
2.9,7,911,0.77,"51"
3,8.5,911,0.57,"51"
4.15,15.6,911,0.66,"51"
3.3,20.8,911,0.67,"51"
5.15,6.4,911,0.61,"51"
1,3.4,911,0.54,"51"
1.5,4.3,911,0.28,"51"
4.1,23.6,911,0.73,"51"
7.4,16.3,911,0.72,"51"
3.95,11,911,0.72,"51"
6,12.5,911,0.64,"51"
5.2,6.7,911,0.6,"51"
3.5,20.1,911,0.76,"51"
3.4,16.1,911,0.71,"51"
5.5,16.1,911,0.84,"51"
7.1,25.7,911,0.76,"51"
5.7,13.2,911,0.68,"51"
4.95,18.6,911,0.82,"51"
5.85,22.1,911,0.74,"51"
4.9,15.7,911,0.86,"51"
7.3,25.8,911,0.82,"51"
5.4,14.5,911,0.62,"51"
4.7,13.7,911,0.79,"51"
5.7,13.3,911,0.66,"51"
7.55,30.3,911,0.79,"51"
3.45,9.7,911,0.64,"51"
3.6,9.8,911,0.58,"51"
3.15,17.2,911,0.39,"51"
4.4,18.7,911,0.7,"51"
5.85,24.8,911,0.74,"51"
4.3,23.5,666,0.39,"54"
2.95,24,666,0.53,"54"
2.25,6.2,666,0.55,"54"
3,24.1,666,0.51,"54"
2.15,7.1,666,0.64,"54"
3.35,10.7,666,0.49,"54"
2,7,666,0.44,"54"
2.8,18.4,666,0.55,"54"
4,32.5,666,0.54,"54"
3.5,24.5,666,0.51,"54"
3.15,16.4,666,0.39,"54"
3,27.3,666,0.56,"54"
2.75,7.6,666,0.43,"54"
3.4,15.9,666,0.42,"54"
2.3,7.6,666,0.58,"54"
2.1,11.2,666,0.52,"54"
2.65,5.8,666,0.39,"54"
3.7,23,666,0.67,"54"
4.05,23.8,666,0.69,"54"
3.65,18,666,0.57,"54"
3.55,20.1,666,0.64,"54"
3.85,23.1,666,0.44,"54"
4.85,26.9,666,0.6,"54"
2.4,10.8,666,0.59,"54"
2.85,6.9,666,0.61,"54"
4.55,22.8,666,0.47,"54"
3,13.3,666,0.32,"54"
4,18.4,666,0.65,"54"
3.35,11.8,666,0.48,"54"
4.6,25.4,666,0.52,"54"
3.95,17.4,666,0.41,"54"
2.15,5.1,666,0.61,"54"
4.1,23.2,666,0.5,"54"
3.45,15.8,666,0.36,"54"
3.25,13.5,666,0.54,"54"
4.5,27.8,666,0.57,"54"
3.95,27.6,666,0.6,"54"
3.75,19.6,666,0.43,"54"
2.9,10,666,0.52,"54"
3.2,15.6,666,0.47,"54"
3.85,25.3,666,0.56,"54"
3.5,24.6,666,0.51,"54"
4.05,13.1,666,0.61,"54"
4.05,12.4,666,0.66,"54"
3.9,6.8,666,0.65,"54"
3.55,8.7,666,0.47,"54"
4.8,17.1,666,0.59,"54"
5.45,20.6,666,0.55,"54"
3.1,11.7,666,0.61,"54"
3.05,10,666,0.71,"54"
3.55,26,666,0.66,"54"
3.35,18.9,666,0.58,"54"
3.35,15.3,666,0.56,"54"
3.7,15,666,0.47,"54"
4.45,13.4,1422,0.72,"55"
4.15,16.1,1422,0.76,"55"
5,18.3,1422,0.61,"55"
2.75,13.4,1422,0.57,"55"
5.6,19.3,1422,0.58,"55"
4.95,18.4,1422,0.35,"55"
2.7,10.7,1422,0.49,"55"
2.7,9.9,1422,0.54,"55"
2.7,8.9,1422,0.45,"55"
1.9,11.9,1155,0.7,"56"
2.2,8.3,1155,0.6,"56"
2.15,9.7,1155,0.44,"56"
4.05,23,1155,0.82,"56"
4,15.6,1155,0.58,"56"
